questions,answers,classes
劳动纠纷——中介机构输送给一人力资源公司寒假工，合同是和人力资源公司签的，在工作期间一员工被压伤手指，私了过程中员工对赔偿不满意，欲起诉中介机构，法院是否会受理，中介机构是否负有法律责任？,你好！法律服务组4来为你解答。你好，这种情况应当不能认定为工伤，用人单位可以不承担责任。你作为用人单位的职工，应当参加了基本医疗保险，医疗费用中符合基本医疗保险药品目录、诊疗项目、医疗服务设施标准以及急诊、抢救的医疗费用，从基本医疗保险基金中支付。用人单位要辞退你，应当按照法律规定给予你经济补偿，单位不补偿的，你可以向当地劳动行政部门投诉，也可以申请劳动仲裁、提起诉讼。相关法条：《中华人民共和国社会保险法》第二十三条职工应当参加职工基本医疗保险，由用人单位和职工按照国家规定共同缴纳基本医疗保险费。第二十八条符合基本医疗保险药品目录、诊疗项目、医疗服务设施标准以及急诊、抢救的医疗费用，按照国家规定从基本医疗保险基金中支付。《中华人民共和国劳动合同法》第四十七条经济补偿按劳动者在本单位工作的年限，每满一年支付一个月工资的标准向劳动者支付。六个月以上不满一年的，按一年计算；不满六个月的，向劳动者支付半个月工资的经济补偿。,员工权益
企业这样做，我应当怎么办——您好！我是某国有企业职工，现年54岁，在本企业连续工作33年，本企业2011年筹备上市，听说15年3月正式上市，由于在筹备上市的12年我不同意当年的承包协议，企业于13年与我签订了为期一年的劳动合同，该合同规定只享受失业保险和工伤保险，不享受基本养老保险、基本医疗保险和住房公积金。（之前我和企业在90年代签订的是无固定期限劳动合同），且，我虽然没有承认并签订12年的企业承包协议，但是实际上事实上被动性履行了12年承包协议，一直履行职工应尽义务，目前还在继续履行。企业入市前夕，14年下半年，企业告诉我说因为没有签12年承包协议，已经不是公司员工身份，不在即将上市员工之列，全公司只有我一人被排除。前面，企业至今没有解除我的劳动合同，到目前为止我连续在本公司连续工作。只是企业要轻装上市，甩掉包袱，未经我同意，把我转到本公司的母企业的某所谓持续企业。前面所叙的和我签订的13年为期一年的劳动合同中不包括的养老保险、养老保险、公积金三项，本企业早在2012年就把帐户转到母公司的存续企业了，之前本公司一直没有告诉我。公司这种做法合理吗？我不想丢掉本企业员工身份，应该怎么办？,你好！法律服务组4来为你解答。你好，户主应当按照约定及时将装修款支付给你们，否则，其行为应当是构成了违约，你们可以向人民法院提起诉讼，要求户主承担违约责任，将装修款及时支付给你们，并赔偿由此给你们造成的损失。相关法条：《中华人民共和国合同法》第一百零七条当事人一方不履行合同义务或者履行合同义务不符合约定的，应当承担继续履行、采取补救措施或者赔偿损失等违约责任。,员工权益
用人单位取消哺乳期妇女公休假——您好！我是上海一事业单位员工。2014年6月生育宝宝，目前仍处于哺乳期。生产前休病假39天，产假结束后休哺乳假17天，提交过哺乳假申请且获得单位同意，工资已按病假待遇扣除。现单位以《职工带薪休假年休假条例》第四条第三款“累积工作满1年不满10年的职工，请病假累积2个月以上”不享受年休假且2014年年休假已享受为由，取消我2015年年休假。实际上本人病假无论按工作日还是自然日计算，均未超过2个月。单位称按惯例哺乳假等同于病假，应合并计算。请问按国家法律法规，哺乳假是否可以视为病假？哺乳假是否会影响年休假的享受？单位以此为由取消本人的年休假是否合理合法？谢谢！期待您的答复！,你好！法律服务组4来为你解答。你好，是旷工还是正常上班，你可以自己给公司证明清楚，你若对公司辞退你的决定不满的，可以申请劳动仲裁，对仲裁裁决不服的，可以向人民法院提起诉讼。公司应当按照法律规定与你签订书面劳动合同，并按法律规定给你缴纳社会保险费，公司未给你缴纳社会保险费的、未与你签订劳动合同的、要扣除你当月工资的，你可以向当地劳动行政部门投诉，由劳动行政部门责令你们公司改正，限期为你缴纳社会保险费、及时足额给你发放工资，因公司未与你签订劳动合同，你可以要求公司给你支付赔偿金。如果你能够证明你并没有旷工，而公司却要将你辞退的，你还可以要求公司给你支付经济补偿。由于公司未与你签订劳动合同，所以，在解决以上纠纷之前，你需要证明你与该公司存在事实劳动关系。相关法条：《中华人民共和国劳动法》第七十七条用人单位与劳动者发生劳动争议，当事人可以依法申请调解、仲裁、提起诉讼，也可以协商解决。调解原则适用于仲裁和诉讼程序。第九十一条用人单位有下列侵害劳动者合法权益情形之一的，由劳动行政部门责令支付劳动者的工资报酬、经济补偿，并可以责令支付赔偿金：（一）克扣或者无故拖欠劳动者工资的；（二）拒不支付劳动者延长工作时间工资报酬的；（三）低于当地最低工资标准支付劳动者工资的；（四）解除劳动合同后，未依照本法规定给予劳动者经济补偿的。第一百条用人单位无故不缴纳社会保险费的，由劳动行政部门责令其限期缴纳；逾期不缴的，可以加收滞纳金。《中华人民共和国劳动合同法》第八十二条用人单位自用工之日起超过一个月不满一年未与劳动者订立书面劳动合同的，应当向劳动者每月支付二倍的工资。用人单位违反本法规定不与劳动者订立无固定期限劳动合同的，自应当订立无固定期限劳动合同之日起向劳动者每月支付二倍的工资。第四十六条有下列情形之一的，用人单位应当向劳动者支付经济补偿：（一）劳动者依照本法第三十八条规定解除劳动合同的；（二）用人单位依照本法第三十六条规定向劳动者提出解除劳动合同并与劳动者协商一致解除劳动合同的；（三）用人单位依照本法第四十条规定解除劳动合同的；（四）用人单位依照本法第四十一条第一款规定解除劳动合同的；（五）除用人单位维持或者提高劳动合同约定条件续订劳动合同，劳动者不同意续订的情形外，依照本法第四十四条第一项规定终止固定期限劳动合同的；（六）依照本法第四十四条第四项、第五项规定终止劳动合同的；（七）法律、行政法规规定的其他情形。,员工权益
产假到期，公司不让上班——我们公司在淄博市，现有6名产妇，与2015年3月12日接到公司电话通知，产假期满后不能上班，需休满一年后写申请，经董事长签字批准才可上班，期间7个月无工资！无任何福利！需自己缴纳全额保险。公司这样做是否合法？我们该怎么维护自己的合法权益,你好！法律服务组4来为你解答。你好，如果是已经向法院提起诉并到了执行阶段，你们最好能向法院提供有关他财产的信息，例如他的设备、厂房或其他资产等，由法院采取措施调查他的财产状况，若发现他有可供执行的财产的，法院会予以执行，将其财产拍卖以偿还你们的工资；若暂时没有查到他有可供执行的财产的，以后发现他有可供执行的财产，你们也可以重新向法院申请执行。相关法条：《中央政法委、最高人民法院关于规范集中清理执行积案结案标准的通知》二、执行法院应依法穷尽财产调查措施，并将调查结果告知申请执行人。只有在积极采取法律赋予的调查手段、穷尽对被执行人财产状况的相关调查措施之后，才可以将有关案件认定为无财产可供执行的案件。三、对有财产可供执行的案件，应依法按规定结案；对无财产可供执行的案件，可按下列条件和方式结案。10、裁定终结本次执行程序后，如发现被执行人有财产可供执行的，申请执行人可以再次提出执行申请。申请执行人再次提出执行申请不受申请执行期间的限制。申请执行人申请或者人民法院依职权恢复执行的，应当重新立案。,员工权益
劳动纠纷——我和一个部队单位发生劳动纠纷。劳动仲裁委员会能受理我的申请吗，仲裁委对军队单位有管辖权吗？我去仲裁咨询了，他们连部队单位的企业信息都查不到，后来虽然答应让我先填表，但还是让我有点失望。在现在这个法制社会里，部队就可以违法，随便让员工加班，加完班还不想给加班费。我不完全是为了要点钱，我只是想看看军队是不是不受法律的约束，是不是没人管得了？,"对不开离职证明的,建议向当地的劳动部门投诉.对因此造成你的损失的,可以要求赔偿.",员工权益
关于是否为工商的疑问——律师：您好！我是一位建筑工地上的年轻工人，我们的建筑工地有生活区和工作区，我们平常是居住在生活区中。去年8月份的时候我在下班的时间，在生活区中的公共洗手池附近洗水果的时候不小心摔伤，导致跟腱撕裂。在我受伤期间，老板支付了工资，但是至今医药费老板都没有给我报，他觉得我这不是工伤，他在我受伤期间仍然支付了工资已经是格外开恩了。我想请问律师，我这种情况属于工伤么？老板到底该不该负责我的医药费，甚至给予我赔偿？希望律师给予解答谢谢！联系邮箱：huyinjie889@163.com,你们属于退休人员，不能和单位成立劳动合同关系，你们和单位之间是劳务关系，无权享受职工待遇。,员工权益
关于工伤咨询的问题——律师：您好！我是一位建筑工地上的年轻工人，我们的建筑工地有生活区和工作区，我们平常是居住在生活区中。去年8月份的时候我在下班的时间，在生活区中的公共洗手池附近洗水果的时候不小心摔伤，导致跟腱撕裂。在我受伤期间，老板支付了工资，但是至今医药费老板都没有给我报，他觉得我这不是工伤，他在我受伤期间仍然支付了工资已经是格外开恩了。我想请问律师，我这种情况属于工伤么？老板到底该不该负责我的医药费，甚至给予我赔偿？,你好！法律服务组4来为你解答。你好，如果因为你身体的原因，不能从事一些工作的，用人单位应当给你调换到其他你可以从事的工作岗位上，如果经过调岗之后，也仍然不能从事工作的，用人单位将你辞退是符合法律规定的，但用人单位应当按照法律规定给予你经济补偿，补偿的标准是，按照你在该单位工作的年限，每满一年支付给你一个月的工资。你在该单位工作已有十九年，如果距离法定退休年龄已经不满五年了的，在你没有重大过错的情况下，那么用人单位便不能将你辞退，否则，用人单位应当按照上述补偿标准的两倍向你支付赔偿金。就以上问题与单位发生争议的，可以通过协商、申请仲裁、提起诉讼的方式解决。相关法条：《中华人民共和国劳动合同法》第四十条有下列情形之一的，用人单位提前三十日以书面形式通知劳动者本人或者额外支付劳动者一个月工资后，可以解除劳动合同：（一）劳动者患病或者非因工负伤，在规定的医疗期满后不能从事原工作，也不能从事由用人单位另行安排的工作的；（二）劳动者不能胜任工作，经过培训或者调整工作岗位，仍不能胜任工作的；（三）劳动合同订立时所依据的客观情况发生重大变化，致使劳动合同无法履行，经用人单位与劳动者协商，未能就变更劳动合同内容达成协议的。第四十一条有下列情形之一，需要裁减人员二十人以上或者裁减不足二十人但占企业职工总数百分之十以上的，用人单位提前三十日向工会或者全体职工说明情况，听取工会或者职工的意见后，裁减人员方案经向劳动行政部门报告，可以裁减人员：（一）依照企业破产法规定进行重整的；（二）生产经营发生严重困难的；（三）企业转产、重大技术革新或者经营方式调整，经变更劳动合同后，仍需裁减人员的；（四）其他因劳动合同订立时所依据的客观经济情况发生重大变化，致使劳动合同无法履行的。裁减人员时，应当优先留用下列人员：（一）与本单位订立较长期限的固定期限劳动合同的；（二）与本单位订立无固定期限劳动合同的；（三）家庭无其他就业人员，有需要扶养的老人或者未成年人的。第四十二条劳动者有下列情形之一的，用人单位不得依照本法第四十条、第四十一条的规定解除劳动合同：（五）在本单位连续工作满十五年，且距法定退休年龄不足五年的。第四十六条有下列情形之一的，用人单位应当向劳动者支付经济补偿：（三）用人单位依照本法第四十条规定解除劳动合同的；（四）用人单位依照本法第四十一条第一款规定解除劳动合同的。第四十七条经济补偿按劳动者在本单位工作的年限，每满一年支付一个月工资的标准向劳动者支付。六个月以上不满一年的，按一年计算；不满六个月的，向劳动者支付半个月工资的经济补偿。劳动者月工资高于用人单位所在直辖市、设区的市级人民政府公布的本地区上年度职工月平均工资三倍的，向其支付经济补偿的标准按职工月平均工资三倍的数额支付，向其支付经济补偿的年限最高不超过十二年。本条所称月工资是指劳动者在劳动合同解除或者终止前十二个月的平均工资。第八十七条用人单位违反本法规定解除或者终止劳动合同的，应当依照本法第四十七条规定的经济补偿标准的二倍向劳动者支付赔偿金。,员工权益
劳动争议——未签订任何合同，公司给交了五险一金，是否有权要求公司赔偿？,可以申请劳动仲裁来维护自己的合法权益.,员工权益
是否为工伤怎么赔偿——我的父亲是一位保安，在上班期间突发疾病死在工作岗位上，是否算是工伤？如果是怎么赔偿？要是打官司需要多长时间？,"不管怎样,做了事就有获得报酬的权利.如果不是劳动关系的,可以向法院就劳务报酬起诉.",员工权益
孕期工作态度不好可否停薪留职——大家好！公司由于一些特殊情况，招进来一名女员工，试用期过后得以留用了。最近怀孕了，岗位调整为文员，工作态度变得不是很好，经常上班期间看电视剧等，而且目前处于安胎期，经常临时请假休息，已建议其请长假养好身体，但该员工一直未采纳。想了解是否有相关法律规定，可停薪留职处理，停薪期间社保，公司是否还要为其缴纳？谢谢！,你好！法律服务组4来为你解答。你好，你们与曾某夫妇签订施工合同承接该酒店工程，曾某夫妇不按照合同约定支付工程款，他们的行为应当是构成了违约；将六十老汉打断助骨，是故意伤害。你们可以向人民法院提起诉讼，要求曾某夫妇按照合同约定支付工程款，并赔偿因其拖欠工程款给你们造成的损失和因其故意伤害造成的损害；若其故意伤害行为构成犯罪的，即经过鉴定达到轻伤及以上的，你们可以向公安机关报警或直接向人民法院起诉，要求追究其刑事责任。相关法条：《中华人民共和国合同法》第一百零七条当事人一方不履行合同义务或者履行合同义务不符合约定的，应当承担继续履行、采取补救措施或者赔偿损失等违约责任。第二百八十六条发包人未按照约定支付价款的，承包人可以催告发包人在合理期限内支付价款。发包人逾期不支付的，除按照建设工程的性质不宜折价、拍卖的以外，承包人可以与发包人协议将该工程折价，也可以申请人民法院将该工程依法拍卖。建设工程的价款就该工程折价或者拍卖的价款优先受偿。《中华人民共和国刑法》第二百三十四条故意伤害他人身体的，处三年以下有期徒刑、拘役或者管制。犯前款罪，致人重伤的，处三年以上十年以下有期徒刑；致人死亡或者以特别残忍手段致人重伤造成严重残疾的，处十年以上有期徒刑、无期徒刑或者死刑。本法另有规定的，依照规定。,员工权益
不给办离职手续又不发放工资怎么办——公司不给办离职手续，工资又拖欠着不发放怎么办呢,您好，法律服务组7为您解答。按照您的描述，您应该遭遇了恶意欠薪的情况。根据我国法律的规定，如果用人单位克扣或者无故拖欠劳动者工资的，您可以向劳动行政部门责令其支付您的工资和经济补偿，并可责令其支付赔偿金，您也可以向劳动争议仲裁机关申请仲裁，如果对仲裁裁决仍不满意，则可以提起诉讼。建议您搜集您给老板打工的证据，向仲裁机关申请仲裁，如果对仲裁裁决不满意，则可以提起诉讼维护权益。相关法条：《工资支付暂行规定》第十八条各级劳动行政部门有权监察用人单位工资支付的情况。用人单位有下列侵害劳动者合法权益行为的，由劳动行政部门责令其支付劳动者工资和经济补偿，并可责令其支付赔偿金：（一）克扣或者无故拖欠劳动者工资的；（二）拒不支付劳动者延长工作时间工资的；（三）低于当地最低工资标准支付劳动者工资的。经济补偿和赔偿金的标准，按国家有关规定执行。第十九条劳动者与用人单位因工资支付发生劳动争议的，当事人可依法向劳动争议仲裁机关申请仲裁。对仲裁裁决不服的，可以向人民法院提起诉讼。,员工权益
关于因病离职的咨询——我是某国企一名司机，因在非工作期患脑出血，目前已经无法开车，当时与我签合同的单位是物业服务公司，我是被派到该国企开车的，并未与该企业签订劳动合同。从患病到现在，我已经治疗了4个多月，今天那个物业公司来找我，拿了一份《企业职工患病或非因工负伤医疗期的规定》（劳部发[1994]479号）文件，要跟我解除合同。《违反和解除劳动合同的经济补偿办法》（劳部发号[1994]481号）规定患重病和绝症的，应增加医疗补助费，患重病的增加部分不低于医疗补助费的50%，我想问像我现在这样的状态，以什么样的方式与企业谈判，能够得到最多的赔偿金。赔偿金要多少合理呢？肯请律师帮助解答。,1、发生劳动争议的劳动者一方在十人以上，并有共同请求的，可以推举代表参加调解、仲裁或者诉讼活动。2、有证据证明的，可以依法获得经济补偿。3、单位有单位的规章制度，没有请假而不上班属于上班算旷工，我认为没有错。至于因为三天旷工就一个月工资不支付也不合法。你如果辞职，应该依法进行。,员工权益
劳动合同纠纷——请问2011年前7个月我工资没达到当地最低工资标准，现在我能以这条提出解除劳动合同么？我是无固定期限合同，工龄有18年了。,你可去住建局投诉，请求住建局对工程量作岀认定。9657,员工权益
未签劳动合同产生的双倍工资赔偿——我于2014年2月份到现在的单位工作，其中试用期三个月，单位从试用期开始一直未与我签订劳动合同，现在我向单位请求补偿双倍的工资，但是不知道具体赔偿金额究竟该怎么算，我试用期的工资是1500/月，正式工作后工资1270元/月，基础绩效1000元/月，奖励性绩效1200元/月。单位从正式工作后给买了保险。我想知道我可以找单位要求多少的补偿？,"根据你说的情况,我认为属于工伤.",员工权益
更夫在岗位上病亡如何赔偿——我父亲是名返聘更夫，今年正月初五因病在岗位上去世，返聘单位是人事部门。我将如何申请工伤认定或申请赔偿。,"对你进行降薪的,你可以申请劳动仲裁。你不要主动辞职，因为主动辞职是没有经济补偿的。如果违法解除劳动合同的，你可以得到双倍经济补偿。",员工权益
工伤——我2012年9月受工伤三年，左胸骨第9根因撞击裂开，至今公司没有对我个人任何赔款，该怎样讨回赔款？谢谢您！,你好！法律服务组4来为你解答。你好，工伤保险本身就是法律为了保障因工作遭受事故伤害或者患职业病的职工获得医疗救治和经济补偿、促进工伤预防和职业康复而强制规定的险种，工伤保险基金的重要资金来源就是用人单位为职工缴纳的工伤保险费，既然用人单位已经为职工缴纳了工伤保险费，所以，职工发生工伤，工伤保险基金赔付以后，用人单位就无需再赔偿。但如果职工所受到的伤害，是由用人单位以外的第三人造成的，那么，工伤职工除了可以享受工伤保险待遇之外，还可以请求该第三人给予民事赔偿。相关法条：《中华人民共和国社会保险法》第三十三条职工应当参加工伤保险，由用人单位缴纳工伤保险费，职工不缴纳工伤保险费。《工伤保险条例》第一条为了保障因工作遭受事故伤害或者患职业病的职工获得医疗救治和经济补偿，促进工伤预防和职业康复，分散用人单位的工伤风险，制定本条例。第十条用人单位应当按时缴纳工伤保险费。职工个人不缴纳工伤保险费。《最高人民法院关于审理人身损害赔偿案件适用法律若干问题的解释》第十二条依法应当参加工伤保险统筹的用人单位的劳动者，因工伤事故遭受人身损害，劳动者或者其近亲属向人民法院起诉请求用人单位承担民事赔偿责任的，告知其按《工伤保险条例》的规定处理。因用人单位以外的第三人侵权造成劳动者人身损害，赔偿权利人请求第三人承担民事赔偿责任的，人民法院应予支持。,员工权益
老板与我的事——我夏天在一家烤肉店干活，后来我的手机丢了。他给了我一个新手机后来掉水里烧了。他有给我买个手机，但是钱他从我工资里扣了，现在我不干了说我不回去干就报警说我拿他手机跑了，我有违法行为么？,你好，如果你有证据证明你确实向红花镇交燃石化集团提供了劳动，你依法享有向其主张劳动报酬的权利。如该公司不愿向你支付劳动报酬，你有权向当地劳动监察部门进行反映及投诉，你可以要求劳动监察部门查清事实后，责令红花镇交燃石化集团立即向你支付劳动报酬，同时，你有权要求劳动监察部门对红花镇交燃石化集团进行行政处罚。,员工权益
单位欠交养老金该由职工代交吗？——我所在单位长期未交单位应缴的20%职工养老保险金，而我个人应缴的8%已经每年按时足额交到单位财务。据单位领导讲：我们个人交的8%养老金都全部转交人保局了。可是我们单位2014年退休的几个职工，每人都要再交两万六千多块钱，说是替单位交的，不然人保局不给办退休手续。2015年我就要退休了。我该咋办？,你好！法律服务组4来为你解答。你好，你有其他证据能证明你是在这家单位全职工作的，例如其他同事的证人证言、工作证件等，以及单位作假证的证据，你可以在收到劳动仲裁裁决书之日起的十五日内向人民法院提起诉讼。相关法条：《中华人民共和国劳动法》第八十三条劳动争议当事人对仲裁裁决不服的，可以自收到仲裁裁决书之日起十五日内向人民法院提起诉讼。一方当事人在法定期限内不起诉又不履行仲裁裁决的，另一方当事人可以申请人民法院强制执行。,员工权益
拖欠工资——承包了一个工程的部分工程，完成之后老板未按当初预定的合同支付完工资，至今欠款十八万有余。此工程属新农村建设安置房。询问老板为何不履行合同，老板答政府未结工程款，而后不了了之，一直从2014年6月份到2015年2月份仍然未结清。请问这种情况下应该找谁寻求帮助？,能要回来。建议先与工厂联系，了解其中情况，以便更好的解决此事。,员工权益
职工该替单位交纳单位应负担的养老保险吗——我所在单位长期未交单位应缴的20%职工养老保险金，而我个人应缴的8%已经每年按时足额交到单位财务。可是我们单位2014年退休的几个职工，每人都要再交两万六千多块钱，说是替单位交的，不然人保局不给办退休手续。2015年我就要退休了。我该咋办？,你咨询的情况是不能解除劳动合同的.依法应该要延长.,员工权益
岗位职责变更和新考核制度是否合法——新来的领导提出变更我们的岗位职责，并重订考核标准，考核不达到80%，将扣除相应工资。两个月不达到80%，将予以换岗，这种说法合法吗？如果不接受，是不是应该维持现状？如果近期在合同到期续签时，以上内容作为合同内容，如果我拒签，是否可以获得赔偿？如果企业单方面以公司制度的形式通知我们，我们是否必须接受？,你好！法律服务组4来为你解答。你好，用人单位与劳动者签订的劳动合同内容应当是明文约定的，不能以空白合同的方式来欺骗劳动者，遇到这种情况的，劳动者可以向劳动行政部门投诉，由劳动行政府部门责令用人单位改正。因订立空白劳动合同产生劳动报酬纠纷的，你们双方可以协商解决，不能协商的，可以申请劳动仲裁；对仲裁裁决不服的，可以向人民法院提起诉讼。你可以将你拍的空白合同的照片作为证据，也可以将银行卡里的帐户明细打印出来作为证据使用。相关法条：《中华人民共和国劳动合同法》第十七条劳动合同应当具备以下条款：（一）用人单位的名称、住所和法定代表人或者主要负责人；（二）劳动者的姓名、住址和居民身份证或者其他有效身份证件号码；（三）劳动合同期限；（四）工作内容和工作地点；（五）工作时间和休息休假；（六）劳动报酬；（七）社会保险；（八）劳动保护、劳动条件和职业危害防护；（九）法律、法规规定应当纳入劳动合同的其他事项。劳动合同除前款规定的必备条款外，用人单位与劳动者可以约定试用期、培训、保守秘密、补充保险和福利待遇等其他事项。第十八条劳动合同对劳动报酬和劳动条件等标准约定不明确，引发争议的，用人单位与劳动者可以重新协商；协商不成的，适用集体合同规定；没有集体合同或者集体合同未规定劳动报酬的，实行同工同酬；没有集体合同或者集体合同未规定劳动条件等标准的，适用国家有关规定。第八十一条用人单位提供的劳动合同文本未载明本法规定的劳动合同必备条款或者用人单位未将劳动合同文本交付劳动者的，由劳动行政部门责令改正；给劳动者造成损害的，应当承担赔偿责任。《中华人民共和国劳动法》第七十七条用人单位与劳动者发生劳动争议，当事人可以依法申请调解、仲裁、提起诉讼，也可以协商解决。调解原则适用于仲裁和诉讼程序。,员工权益
公司的营业执照是否可以通过网上提取——公司的营业执照是否可以通过网上提取到复印件进行工伤认定,你好！法律服务组4来为你解答。你好，用人单位不应当无故拖欠劳动者的工资。无故拖欠工资的，你可以到当地县劳动监察大队去投诉，由劳动监察大队依法处理；你也可以向劳动仲裁委员会申请劳动仲裁，通过仲裁的方式解决；你还可以向人民法院申请支付令。要是向劳动监察大队投诉、申请劳动仲裁都没有得到解决的，你可以向人民法院提起诉讼。相关法条：《中华人民共和国劳动法》第七十七条用人单位与劳动者发生劳动争议，当事人可以依法申请调解、仲裁、提起诉讼，也可以协商解决。调解原则适用于仲裁和诉讼程序。《中华人民共和国劳动合同法》第三十条用人单位应当按照劳动合同约定和国家规定，向劳动者及时足额支付劳动报酬。用人单位拖欠或者未足额支付劳动报酬的，劳动者可以依法向当地人民法院申请支付令，人民法院应当依法发出支付令。,员工权益
医疗费谁承担——在上班期间晕倒，在医院检查属于营养不良，单位该不该负责任，谁来承担医疗费，现在单位还要辞退本人，现在该怎么办?,你好！法律服务组4来为你解答。你好，你可以就工资先行向法院申请支付令。向法院申请支付令的，你要向法院递交支付令申请书，并提供你与该单位存在劳动关系的证明，以及用人单位拖欠你工资的相关证据。相关法条：《中华人民共和国劳动合同法》第三十条用人单位应当按照劳动合同约定和国家规定，向劳动者及时足额支付劳动报酬。用人单位拖欠或者未足额支付劳动报酬的，劳动者可以依法向当地人民法院申请支付令，人民法院应当依法发出支付令。《中华人民共和国民事诉讼法》第二百一十四条债权人请求债务人给付金钱、有价证券，符合下列条件的，可以向有管辖权的基层人民法院申请支付令：（一）债权人与债务人没有其他债务纠纷的；（二）支付令能够送达债务人的。申请书应当写明请求给付金钱或者有价证券的数量和所根据的事实、证据。,员工权益
在面粉厂承包的零工现在未结账——厂方说2014.8.3结账，一直拖到现在，直接想赖账，该咋办？,你好！法律服务组4来为你解答。你好，用人单位应当按照劳动合同的约定，按时给劳动者发放工资，随意扣押劳动者的工资，是不符合法律规定的。你们可以与厂里协商解决问题，不能协商的，可以向当地劳动行政部门反映，由劳动行政部门责令你们工厂按时给你们发工资；你们也可以申请劳动仲裁、提起诉讼。相关法条：《中华人民共和国劳动法》第九十一条用人单位有下列侵害劳动者合法权益情形之一的，由劳动行政部门责令支付劳动者的工资报酬、经济补偿，并可以责令支付赔偿金：（一）克扣或者无故拖欠劳动者工资的；（二）拒不支付劳动者延长工作时间工资报酬的；（三）低于当地最低工资标准支付劳动者工资的；（四）解除劳动合同后，未依照本法规定给予劳动者经济补偿的。,员工权益
有关工伤认定及单位赔偿问题的咨询——父亲在工区（中铁航空港一公司，贵州省黔西南兴义市望谟县)宿舍内晚上由于突发高血压病引起脑出血算不算工伤？单位要承担一定的赔偿责任吗？单位要负责承担多少医药费呢？父亲晚上一个人一个宿舍（宿舍也是办公室），晚上突发脑出血，次日早上，工友发现其未去吃早饭，撬门进房，发现父亲人事不清的躺倒在地上，送入县医院抢救，因县医院条件有限，当日转入兴义市人民医院治疗，现在病情进入稳定期，但人还是不能说话，右边身体不能动，需要进一步做康复治疗，大概需要半年的时间。联系方式：宗娜邮箱：1491822045@qq.com,你好！法律服务组4来为你解答。你好，如果该公司并没有为你提供专项培养费用的，那么该公司要求你承担违约金应当是没有理由的。根据我国劳动法律的规定，除了用人单位为劳动者提供专项培训费用、约定了服务期，或者与劳动者签了保密协议的情形之外，用人单位不能再约定要求劳动者承担违约金。你可以与该公司协商解决问题，不能协商的，可以通过诉讼的方式，以该公司没有提供培养费用为由，要求解除该协议。相关法条：《中华人民共和国劳动合同法》第二十五条除本法第二十二条和第二十三条规定的情形外，用人单位不得与劳动者约定由劳动者承担违约金。,员工权益
欠债还钱——我想问下我们给户主搞装修给他搞完了但是不给钱,各地的具体规定可能不同.请根据当地的相关规定进行计算确定.,员工权益
请教如何使领工资员正确完成任务——敬爱的律师！请问：学院发工资室，发好了我工资。工资被我单位领工资员领了。他自己签我如数收了单据，写成合格完成任务了！如果他如数给我，他叫完成任务了。但他对财务伪造发到我单据。钱他扣下，然后给文字数钱及不给，请问怎制止事态，及扣下部分钱，怎到钱正确地？想对律师请教高招，使反映问题进入法制，学院规定正轨。我是哈尔滨工程大学人力资源处副研究员级专家，姓杨。单位处长：教授丛望他领导机构，公开办公人员，办公使用他人名字。,你好！法律服务组4来为你解答。你好，没有签订劳动合同，但如果能证实存在事实劳动关系，劳动权利也是可以得到法律的保护的。你可以凭借工作证、出入证、登记表、考勤表、相关证人证言等，先向劳动仲裁委员会申请劳动仲裁来证实劳动关系，经过仲裁证实了劳动关系以及老板拖欠你工资的事实以后，向人民法院提起诉讼，要求将店里的设备或者老板的其它财产进行拍卖，用拍卖款来偿还你的工资。相关法条：《中华人民共和国劳动法》第七十七条用人单位与劳动者发生劳动争议，当事人可以依法申请调解、仲裁、提起诉讼，也可以协商解决。调解原则适用于仲裁和诉讼程序。《劳动和社会保障部关于确立劳动关系有关事项的通知》一、用人单位招用劳动者未订立书面劳动合同，但同时具备下列情形的，劳动关系成立。（一）用人单位和劳动者符合法律、法规规定的主体资格；（二）用人单位依法制定的各项劳动规章制度适用于劳动者，劳动者受用人单位的劳动管理，从事用人单位安排的有报酬的劳动；（三）劳动者提供的劳动是用人单位业务的组成部分。二、用人单位未与劳动者签订劳动合同，认定双方存在劳动关系时可参照下列凭证：（一）工资支付凭证或记录（职工工资发放花名册）、缴纳各项社会保险费的记录；（二）用人单位向劳动者发放的“工作证”、“服务证”等能够证明身份的证件；（三）劳动者填写的用人单位招工招聘“登记表”、“报名表”等招用记录；（四）考勤记录；（五）其他劳动者的证言等。其中，（一）、（三）、（四）项的有关凭证由用人单位负举证责任。,员工权益
"单位克扣劳动者工资——单位克扣劳动者工资(不足额支付)超达一个月，是否适用""最高人民法院关于审理劳动争议案件适用法律若干问题的解释（四）第十一条""？",你好！法律服务组4来为你解答。你好，被派遣出国工作，如果你爸在老挝按照当地的法律，参加了当地的工伤保险的，那么你爸在国内的工伤保险关系应当是中止了，发生工伤的，应当按照老挝当地法律规定请求工伤赔偿；如果你爸不能参加当地工伤保险的，则国内工伤保险关系不中止，发生工伤的，可以按照法律规定在国内申请工伤赔偿。相关法条：《工伤保险条例》第四十四条职工被派遣出境工作，依据前往国家或者地区的法律应当参加当地工伤保险的，参加当地工伤保险，其国内工伤保险关系中止；不能参加当地工伤保险的，其国内工伤保险关系不中止。,员工权益
