questions,answers,classes
事业单位正式工作人员——国家好政策，可是每个人的理解程度不同。请尊敬的律师帮忙。人社部2015年7号文件中事业单位正式工作人员如何解读,你好，应当按你纠纷前一年的薪酬水平计算。,工伤事故
劳动合同——签了劳动合同，去了一天第二天就没去了，也没跟公司说，也没办离职手续，这样会造成什么后果，不去办离职手续，合同可以自动解除吗？,您好，法律服务组7为您解答。根据您的描述，您的问题属于劳动法中加班工资的问题。第一，对于加班工资问题我国《劳动法》第四十四条有明确的标准之规定，用人单位应当依据法律规定支付劳动者的加班工资报酬。第二，对于周末休息时间变相加班的问题，法律尚无明确规定，但是如果用人单位安排的事务本质上属于加班行为，则也可以依据法律申请有关报酬。建议您与单位协商解决，如不能有效解决则可以通过劳动仲裁方式解决纠纷。相关法条：《中华人民共和国劳动法》第三十八条用人单位应当保证劳动者每周至少休息一日。第四十一条用人单位由于生产经营需要，经与工会和劳动者协商后可以延长工作时间，一般每日不得超过一小时；因特殊原因需要延长工作时间的，在保障劳动者身体健康的条件下延长工作时间每日不得超过三小时，但是每月不得超过三十六小时。第四十四条有下列情形之一的，用人单位应当按照下列标准支付高于劳动者正常工作时间工资的工资报酬：（一）安排劳动者延长工作时间的，支付不低于工资的百分之一百五十的工资报酬；（二）休息日安排劳动者工作又不能安排补休的，支付不低于工资的百分之二百的工资报酬；（三）法定休假日安排劳动者工作的，支付不低于工资的百分之三百的工资报酬。,工伤事故
破产清算——破产清算人能强行终止在职职工的劳动合同和劳动关系吗？终止与解除有什么区别？终止对职工意味着什么？破产企业职工有哪些权利？破产企业职工有权要求工作到清算结束吗？在破产清算期间破产清算人不留在职职工工作而另外找人签订劳动合同合理吗？,"第一要看这家公司有没有给你做入职培训?第二入职培训内容是否说明有这个自动离职的说法,也就是规定?第三如果公司有这个规定就要再看这个规定是否合法合理(合法是指经过工会或工人代表讨论过这些规定制度,另外这些制度是否进行了公示),如果没有经过工会和公示说明这些制度是不合法的?结论不合规或不合法的制度是不生效的,你这个是明显的制度型劳务纠份,所以要看三个要素:1.员工是否知道这个制度,2这个制度发布的过程是否合规合法,3.劳动合同法里没有自动离职一说.如果公司在这方面有一点过失那么你可以胜诉.另外,如果到起诉阶段时,你可以出示你请假的证据.当然这些工资看你值不值得跟公司打官司,如果可以协商拿回应该得的工资就算了.一审到终审最少也得几个月才能下来,所以建议协商解决.",工伤事故
事业单位管理制度问题？——我的单位是森林消防队，是政府财政全额拨款公益事业单位，实行企业化管理，职工实行年薪制。今年全国都在为公务员，企事业单位，和退休人员涨工资！我们单位没有按国家政策为我们基层职工涨工资，请问：年薪制与国家涨工资的政策是否有冲突？单位不给民政部门安置的退伍军人计算工龄！是否合法？,您好，法律服务组7为您解答。根据我国法律的规定，职工发生事故伤害或者按照职业病防治法规定被诊断、鉴定为职业病，所在单位应当自事故伤害发生之日或者被诊断、鉴定为职业病之日起30日内，向统筹地区社会保险行政部门提出工伤认定申请。用人单位未在规定的时限内提出工伤认定申请的，受伤害职工或者其近亲属、工会组织在事故伤害发生之日或者被诊断、鉴定为职业病之日起1年内，可以直接向统筹地区社会保险行政部门提出工伤认定申请。因此，按照您的描述，如果您与单位针对是否属于工伤产生异议，且单位并不为您提出工伤认定申请的情况下，您可以在事故伤害发生之日或者被诊断、鉴定为职业病之日起1年内，向社会保险行政部门提出工伤认定申请，具体是否可以认定为工伤，则由社会保险行政部门进行决定。相关法条：《工伤认定办法》第四条职工发生事故伤害或者按照职业病防治法规定被诊断、鉴定为职业病，所在单位应当自事故伤害发生之日或者被诊断、鉴定为职业病之日起30日内，向统筹地区社会保险行政部门提出工伤认定申请。遇有特殊情况，经报社会保险行政部门同意，申请时限可以适当延长。按照前款规定应当向省级社会保险行政部门提出工伤认定申请的，根据属地原则应当向用人单位所在地设区的市级社会保险行政部门提出。第五条用人单位未在规定的时限内提出工伤认定申请的，受伤害职工或者其近亲属、工会组织在事故伤害发生之日或者被诊断、鉴定为职业病之日起1年内，可以直接按照本办法第四条规定提出工伤认定申请。第十八条社会保险行政部门应当自受理工伤认定申请之日起60日内作出工伤认定决定，出具《认定工伤决定书》或者《不予认定工伤决定书》。,工伤事故
工伤后不能复工影响工伤赔偿吗——工伤停工留薪期满后，公司给我下发一份复岗通知书内容是：根据《重庆市工伤职工停工留薪期管理办法》，你的停工留薪期结束，通知你回公司报道上岗。未按规定时间回公司报道上岗，公司将从2015年6月26日起按照旷工处理。我也签字：内容是经医院检查，伤情未痊愈，不能正常从事工做。请问一下，对我的工伤赔付有影响吗？,您好，法律服务组7为您解答。根据我国法律的规定，五险是指养老保险，失业保险，工伤保险，医疗保险，以及生育保险。其中，工伤保险与生育保险是由具体所在的单位缴纳的，个人需要缴纳的只有养老保险、失业保险以及医疗保险，其中养老保险是可以中断的，而医疗保险如果中断三个月以上就失效，失业保险是您在失业的过程中可以领取的保险，您在失业时是不需要缴纳的。但具体的情况由于各地的情况可能不大一样，建议您咨询您当地的人力资源和社会保障局。相关法条：《流动就业人员基本医疗保障关系转移接续暂行办法》第六条城镇基本医疗保险参保人员跨统筹地区流动就业，新就业地有接收单位的，由单位按照《社会保险登记管理暂行办法》的规定办理登记手续，参加新就业地城镇职工基本医疗保险；无接收单位的，个人应在中止原基本医疗保险关系后的3个月内到新就业地社会（医疗）保险经办机构办理登记手续，按当地规定参加城镇职工基本医疗保险或城镇居民基本医疗保险。第七条城镇基本医疗保险参保人员跨统筹地区流动就业并参加新就业地城镇基本医疗保险的，由新就业地社会（医疗）保险经办机构通知原就业地社会（医疗）保险经办机构办理转移手续，不再享受原就业地城镇基本医疗保险待遇。建立个人账户的，个人账户原则上随其医疗保险关系转移划转，个人账户余额（包括个人缴费部分和单位缴费划入部分）通过社会（医疗）保险经办机构转移。《城镇企业职工基本养老保险关系转移接续暂行办法》第三条参保人员跨省流动就业的，由原参保所在地社会保险经办机构（以下简称社保经办机构）开具参保缴费凭证，其基本养老保险关系应随同转移到新参保地。参保人员达到基本养老保险待遇领取条件的，其在各地的参保缴费年限合并计算，个人账户储存额（含本息，下同）累计计算；未达到待遇领取年龄前，不得终止基本养老保险关系并办理退保手续；其中出国定居和到香港、澳门、台湾地区定居的，按国家有关规定执行。,工伤事故
试问这样裁决的结果合理妥当吗？——您也许是位法律工作者，您也许是责任心很强并身经百战的律师，您也许是维护公平公正的倡导者，您也许是亲历了某些过程而积累丰富经验，如果是这样，我就请您用您的聪明和智慧，用您丰富的经验，帮我评论我所经历的这桩案子是否存在问题？判决的结果是否合理？是否妥当？谢谢您们!聪明的人能将不可能的事情变成可能！复杂的问题变得简单！而我所亲历的这桩案子却恰恰相反，简单的事情，人为的变得复杂起来！一桩极为普通的民事案件先后判决12次，判决从起初的2万元人民币到终审的20多万元人民币，很难想象，如何判决的？明显的霸道欺人太甚！我真的搞不清楚，在法律环境越来越好的今天，仍然出现这种奇怪的显现，您觉得正常吗？国家倡导的、维护的、媒体上宣传的，为什么同现实的反差如此之大呢？情况简介：我单位有位员工应聘来企业工作，经考核面试，同意聘用从事电焊工工作。从应聘至发生事故，有四十多天。某天，该员工不服从班长的工作安排，擅自脱岗，去机工车间，工作服没有系扣子被绞进C630机床的工件，发生事故，我们当即组织人员将其送往医院救治，安排昼夜陪护人员，先后支付医药费及工资7万多元。当法官到现场勘查时问为什么脱岗时，他称去浴池解手（规定员工浴池不允许解手）事后双方商谈后续问题，没有达成共识后该员工，开始告状于区级法院。就这么简单！我的问题：1、该事情，双方存在事实上的劳动关系，抚顺市中级人民法院为何以雇佣关系判决？这种判决合理妥当吗？（区级法院一审时以判定事实上的劳动关系）2、原告多次拒绝签署劳动合同做法对吗？办理工伤手续也不签字对吗？（有关人员向其要身份证号不予提供）3、原告利用人际关系左右判决，这种现象正常吗？（原告所请的所谓法律工作者，并没有资格证书而是中级法院已故法官的遗孀，其儿子就在法院工作）4、在不通知被告的前提下，没去指定医院做伤残鉴定，这种作法符合法律相关规定吗？做法正常吗？（当法官问这个结果接受吗？是否还重新鉴定，我们认可）5、从最初的2万元人民币飙升至20多万元人民币，这种裁决依据什么？是人为因素多些？还是法律因素多些？事情出现了我们有责任必须要承担责任，但人为的制造更多的责任，谁都不会接受的。如果裁决的公正公平，或基本上公正公平，我不会说什么的，因为我是企业，我的责任大，我必须多承担些，但是过分的做法绝不可以，况且裁决本身就有问题。判决应合法、公平，尊重事实，符合公共良俗，不能人为枉法判决。我真心希望你们能公平公正讨论，我将不胜感激！谢谢！,您好，法律服务组7为您解答。按照您的描述，首先关于社保每个人交多少金额，与个人每个月所获得工资相关，同时每个城市的计算标准也是不同的，具体金额建议您可以向单位进行咨询。其次，关于单位与您没有签订劳动合同的行为，您可以根据法律规定请求用人单位向您支付工作期间每月两倍的工资。针对您的情况，您可以向您单位的劳动争议调解委员会申请调解，调解不成的可以申请仲裁或者直接申请冲裁，若是对仲裁结果不服的，可以向法院提起诉讼。相关法条：《中华人民共和国劳动合同法》第十条建立劳动关系，应当订立书面劳动合同。已建立劳动关系，未同时订立书面劳动合同的，应当自用工之日起一个月内订立书面劳动合同。用人单位与劳动者在用工前订立劳动合同的，劳动关系自用工之日起建立。第八十二条用人单位自用工之日起超过一个月不满一年未与劳动者订立书面劳动合同的，应当向劳动者每月支付二倍的工资。用人单位违反本法规定不与劳动者订立无固定期限劳动合同的，自应当订立无固定期限劳动合同之日起向劳动者每月支付二倍的工资。《中华人民共和国劳动法》第七十九条劳动争议发生后，当事人可以向本单位劳动争议调解委员会申请调解；调解不成，当事人一方要求仲裁的，可以向劳动争议仲裁委员会申请仲裁。当事人一方也可以直接向劳动争议仲裁委员会申请仲裁。对仲裁裁决不服的，可以向人民法院提起诉讼。,工伤事故
农民工工资——我是贵州人，和几个工友去年在广东一建筑工地上做工的工资16万到现在还没拿到。请问我们能通过法律援助拿到血汗钱吗。如果能我应该去什么地方找法律援助机构。有些什么手续。,您好，法律服务组7为您解答。按照您的描述以及我国法律法规的相关规定，单位加班应该有加班费，建议您先与单位进行协商支付您应得的加班费，如果协商不能解决问题，您可以提起劳动仲裁，如果对仲裁结果不满意的，则可以提起诉讼。相关法条：《中华人民共和国劳动法》第四十一条用人单位由于生产经营需要，经与工会和劳动者协商后可以延长工作时间，一般每日不得超过一小时；因特殊原因需要延长工作时间的，在保障劳动者身体健康的条件下延长工作时间每日不得超过三小时，但是每月不得超过三十六小时。第七十七条用人单位与劳动者发生劳动争议，当事人可以依法申请调解、仲裁、提起诉讼，也可以协商解决。调解原则适用于仲裁和诉讼程序。第七十八条解决劳动争议，应当根据合法、公正、及时处理的原则，依法维护劳动争议当事人的合法权益。第七十九条劳动争议发生后，当事人可以向本单位劳动争议调解委员会申请调解；调解不成，当事人一方要求仲裁的，可以向劳动争议仲裁委员会申请仲裁。当事人一方也可以直接向劳动争议仲裁委员会申请仲裁。对仲裁裁决不服的，可以向人民法院提起诉讼。《中华人民共和国劳动合同法》第三十一条用人单位应当严格执行劳动定额标准，不得强迫或者变相强迫劳动者加班。用人单位安排加班的，应当按照国家有关规定向劳动者支付加班费。,工伤事故
与公司发生纠纷如何维权——你好，我的情况是这样的，年初时我为公司卖掉两台设备，公司承若给提成10万，税前的，税后差不多8万五，现在款之回来30%，但是公司变相逼我辞职，我打算辞职，与公司协商提成的问题，公司让我写书面报告，前期我大概个人投入多少，用在哪些方面，我都提供了书面材料，今天公司商议结果下来，只告诉我只能给我一共3000元人民币，我感觉有点少，公司这样决定合理吗，我可以通过什么途径我的个人权益。,您好，劳动法规与政策(百里挑一组)为您解答根据您上述的描述以及劳动法与工伤条例，您的父亲属于工伤，应当以法律形式要回赔偿费，原因如下劳动法关于工伤的规定在第70条、第72条和第73条。第七十条国家发展社会保险事业，建立社会保险制度，设立社会保险基金，使劳动者在年老、患病、工伤、失业、生育等情况下获得帮助和补偿。第七十二条社会保险基金按照保险类型确定资金来源，逐步实行社会统筹。用人单位和劳动者必须依法参加社会保险，缴纳社会保险费。第七十三条劳动者在下列情形下，依法享受社会保险待遇：(一)退休;(二)患病、负伤;(三)因工伤残或者患职业病;(四)失业;(五)生育。劳动者死亡后，其遗属依法享受遗属津贴。劳动者享受社会保险待遇的条件和标准由法律、法规规定。劳动者享受的社会保险金必须按时足额支付。在这些条款里，规定了国家建立社会保险制度，使劳动者在年老、患病、工伤等情况下获得帮助和补偿。用人单位和劳动者必须依法参加社会保险，缴纳社会保险费。因工伤残或者患职业病者，依法享受社会保险待遇等工伤的相关知识：工伤类型1、按照《工伤保险条例》第十四条的规定，工伤主要有以下类型：1.1在工作时间和工作场所内，因工作原因受到事故伤害的;这里，要理解和把握“事故”的本质是“意外的损失或灾祸”，有渐进性(比如慢性中毒、血吸虫感染等)和突发性(比如工架垮塌、高空坠物伤及等)两种，不可拘泥于突发性一种情况。1.2工作时间前后在工作场所内，从事与工作有关的预备性或者收尾性工作受到事故伤害的;1.3在工作时间和工作场所内，因履？行工作职责受到暴力等意外伤害的;,工伤事故
向公司索要上班打卡记录索赔遭拒绝——本人在某公司上班，经常加班。年底公司不按口头约定给予奖金，并且从未支付加班费。今年4月辞职，公司未按口头约定支付本人等另外4人足额金额工资。辞职后我们将向公司索要上班打卡记录，为日后索赔提供依据，公司以打卡记录被删除为由，拒绝提供，我该怎么办？我的邮箱1223425753@qq.com，感谢您的回复。,你可以自己先直接去申请工伤认定，即使够不上工伤，也可以参照人身损害标准去进行索赔。,工伤事故
能否找市里赔偿40多年前的工伤——40多年前的农村工伤一直到现在没有得到赔偿与帮扶,你可以依据劳动合同法的规定进行索赔。,工伤事故
可以主张抚恤金吗？——我亲属2013年发生的工亡事故，因用人单位没有上工伤保险而百般阻扰事故认定，直到2015年6月社会保障局才被认定为工亡，目前还没过诉讼期（用人单位很有可能上诉，也许到明年、后年才能结案）。请问律师同志：案件历时几年，将来主张权利时，是按事故发生日补偿还是按案件接案日补偿，2013年事发时工亡职工的儿子只有16岁，现已满18岁，其父75岁也在今年去世，可以主张抚恤金吗？其配偶是智障人（有残疾证）能主张补偿抚恤金吗？如果属于供养亲属对象，今年50岁能补偿到何时？谢谢！！！,您好，法律服务组7为您解答。按照您的描述，您的问题涉及到被恶意欠薪的情况。根据我国法律的规定，如果用人单位克扣或者无故拖欠劳动者工资的，您可以向劳动行政部门责令其支付您的工资和经济补偿，并可责令其支付赔偿金，您也可以向劳动争议仲裁机关申请仲裁，如果对仲裁裁决仍不满意，则可以提起诉讼。建议您搜集您给老板打工的证据，向仲裁机关申请仲裁，如果对仲裁裁决不满意，则可以提起诉讼维护权益。相关法条：《工资支付暂行规定》第十八条各级劳动行政部门有权监察用人单位工资支付的情况。用人单位有下列侵害劳动者合法权益行为的，由劳动行政部门责令其支付劳动者工资和经济补偿，并可责令其支付赔偿金：（一）克扣或者无故拖欠劳动者工资的；（二）拒不支付劳动者延长工作时间工资的；（三）低于当地最低工资标准支付劳动者工资的。经济补偿和赔偿金的标准，按国家有关规定执行。第十九条劳动者与用人单位因工资支付发生劳动争议的，当事人可依法向劳动争议仲裁机关申请仲裁。对仲裁裁决不服的，可以向人民法院提起诉讼。,工伤事故
劳动关系能持续认定吗——本人在事业单位的下属三产单位连续工作10年（2005年2月—2015年1月）工作时期，单位并未给我享受五险一金，2011年3月6日年满60周岁，单位既未终止合同（无固定长期合同工）亦无劳务合同莶订，仍做原来的工作。现准备依法维权，向高人请教，如何能得到法律支撑：1、合同终止补偿费2、养老金、基本医疗金及公积金的补偿。,您好，法律服务组7为您解答。按照您的描述，您的问题涉及到被恶意欠薪的情况。根据我国法律的规定，如果用人单位克扣或者无故拖欠劳动者工资的，您可以向劳动行政部门责令其支付您的工资和经济补偿，并可责令其支付赔偿金，您也可以向劳动争议仲裁机关申请仲裁，如果对仲裁裁决仍不满意，则可以提起诉讼。建议您搜集您给老板打工的证据，向仲裁机关申请仲裁，如果对仲裁裁决不满意，则可以提起诉讼维护权益。相关法条：《工资支付暂行规定》第十八条各级劳动行政部门有权监察用人单位工资支付的情况。用人单位有下列侵害劳动者合法权益行为的，由劳动行政部门责令其支付劳动者工资和经济补偿，并可责令其支付赔偿金：（一）克扣或者无故拖欠劳动者工资的；（二）拒不支付劳动者延长工作时间工资的；（三）低于当地最低工资标准支付劳动者工资的。经济补偿和赔偿金的标准，按国家有关规定执行。第十九条劳动者与用人单位因工资支付发生劳动争议的，当事人可依法向劳动争议仲裁机关申请仲裁。对仲裁裁决不服的，可以向人民法院提起诉讼。,工伤事故
培训完回分公司等待开业这期间有工资吗——去总部培训完回分公司等待开业，这段时间有工资吗？,你好，对于你的这种情况可以去通过仲裁及诉讼的途径解决。,工伤事故
我因为工伤住院了三个月了——住了三个月了，单位应该给发工资吗？如果不发怎么办,您好，法律服务组7为您解答。按照您的描述，您可以通过劳动仲裁要回您的工资以及补偿金，针对您所说的考勤有问题的情况，建议您搜集相关人证、物证，以证明您确实为公司办事造成打卡记录不全的情况。其次，离职没有领导签字的情况，建议您与公司沟通，如果沟通不成则通过劳动仲裁会您合理的解答。相关法条：《工资支付暂行规定》第十八条各级劳动行政部门有权监察用人单位工资支付的情况。用人单位有下列侵害劳动者合法权益行为的，由劳动行政部门责令其支付劳动者工资和经济补偿，并可责令其支付赔偿金：（一）克扣或者无故拖欠劳动者工资的；（二）拒不支付劳动者延长工作时间工资的；（三）低于当地最低工资标准支付劳动者工资的。经济补偿和赔偿金的标准，按国家有关规定执行。第十九条劳动者与用人单位因工资支付发生劳动争议的，当事人可依法向劳动争议仲裁机关申请仲裁。对仲裁裁决不服的，可以向人民法院提起诉讼。,工伤事故
事业单位无法办理退休手续——我在事业单位，应该在2015年3月退休。单位让我等待“中央事业单位并轨文件”下发后，才允许我办理退休手续。这种说法是否合理？,"矿里停工,与没有发工资与交社会保险没有必然联系,只要存在劳动关系就要履行劳动合同的相关义务.",工伤事故
给国企做门卫14年无休被辞退可要加班费吗——我在国家单位做门卫14年，现在要辞退我。因为单位只请我一个人，规定我24小时值班。给一个人工资。14年无一天假期。我现在可以要加班飞吗,您好，法律服务组7为您解答。按照您的描述，如果您由于第三者的过错造成了工伤，首先您应该先进行工伤认定，申请工伤赔偿，接着对第三者请求民事损害赔偿，以弥补您的损失，维护您的权益。相关法条：《工伤保险条例》第十四条职工有下列情形之一的，应当认定为工伤：（一）在工作时间和工作场所内，因工作原因受到事故伤害的；（二）工作时间前后在工作场所内，从事与工作有关的预备性或者收尾性工作受到事故伤害的；（三）在工作时间和工作场所内，因履行工作职责受到暴力等意外伤害的；（四）患职业病的；（五）因工外出期间，由于工作原因受到伤害或者发生事故下落不明的；（六）在上下班途中，受到非本人主要责任的交通事故或者城市轨道交通、客运轮渡、火车事故伤害的；（七）法律、行政法规规定应当认定为工伤的其他情形。第十五条职工有下列情形之一的，视同工伤：（一）在工作时间和工作岗位，突发疾病死亡或者在48小时之内经抢救无效死亡的；（二）在抢险救灾等维护国家利益、公共利益活动中受到伤害的；（三）职工原在军队服役，因战、因公负伤致残，已取得革命伤残军人证，到用人单位后旧伤复发的。职工有前款第（一）项、第（二）项情形的，按照本条例的有关规定享受工伤保险待遇；职工有前款第（三）项情形的，按照本条例的有关规定享受除一次性伤残补助金以外的工伤保险待遇。《中华人民共和国侵权责任法》第十六条侵害他人造成人身损害的，应当赔偿医疗费、护理费、交通费等为治疗和康复支出的合理费用，以及因误工减少的收入。造成残疾的，还应当赔偿残疾生活辅助具费和残疾赔偿金。造成死亡的，还应当赔偿丧葬费和死亡赔偿金。,工伤事故
仲裁之后我们还拿不到工资怎么办——仲裁之后我们还拿不到工资怎么办,"除国家法律有统一规定的外,各省有依法自主制定地方法规和规章的权力.",工伤事故
工伤鉴定四级后死亡的待遇——我父亲08年出的工伤，09年做的工伤认定，10年底鉴定四级伤残，11年2月去世，停薪留职期2年，一至四级停薪留职期满后死亡的待遇有哪些，到闲杂都没处理好，可以申请法律援助吗，都需要什么证明，我父亲是在家去世的已经火化了，他们要死亡和工伤有必然联系，还需要证明那个吗，,您好，法律服务组7为您解答。按照您描述，建议您先进行病情鉴定，如果确实由于工作导致的职业病，则根据我国法律的规定，相关费用应由用人单位承担。相关法条：《职业健康监护管理办法》第十条用人单位对遭受或者可能遭受急性职业病危害的劳动者，应当及时组织进行健康检查和医学观察。第十一条体检机构发现疑似职业病病人应当按规定向所在地卫生行政部门报告，并通知用人单位和劳动者。用人单位对疑似职业病病人应当按规定向所在地卫生行政部门报告，并按照体检机构的要求安排其进行职业病诊断或者医学观察。第十二条劳动者职业健康检查和医学观察的费用，应当由用人单位承担。《工伤保险条例》第三十条职工因工作遭受事故伤害或者患职业病进行治疗，享受工伤医疗待遇。职工治疗工伤应当在签订服务协议的医疗机构就医，情况紧急时可以先到就近的医疗机构急救。治疗工伤所需费用符合工伤保险诊疗项目目录、工伤保险药品目录、工伤保险住院服务标准的，从工伤保险基金支付。工伤保险诊疗项目目录、工伤保险药品目录、工伤保险住院服务标准，由国务院社会保险行政部门会同国务院卫生行政部门、食品药品监督管理部门等部门规定。工伤职工治疗非工伤引发的疾病，不享受工伤医疗待遇，按照基本医疗保险办法处理。工伤职工到签订服务协议的医疗机构进行工伤康复的费用，符合规定的，从工伤保险基金支付。第三十一条社会保险行政部门作出认定为工伤的决定后发生行政复议、行政诉讼的，行政复议和行政诉讼期间不停止支付工伤职工治疗工伤的医疗费用。第三十三条职工因工作遭受事故伤害或者患职业病需要暂停工作接受工伤医疗的，在停工留薪期内，原工资福利待遇不变，由所在单位按月支付。停工留薪期一般不超过12个月。伤情严重或者情况特殊，经设区的市级劳动能力鉴定委员会确认，可以适当延长，但延长不得超过12个月。工伤职工评定伤残等级后，停发原待遇，按照本章的有关规定享受伤残待遇。工伤职工在停工留薪期满后仍需治疗的，继续享受工伤医疗待遇。生活不能自理的工伤职工在停工留薪期需要护理的，由所在单位负责。,工伤事故
慢性病治疗期过后合同到期裁员——06年12月上班，14年3月开始请假普通工人确诊慢性肾小球肾炎肾功能不全无法从事体力劳动工作已经治疗15个月了现在在北京治疗因为是慢性病治疗时间不确定之前工资都给开了没有奖金医疗费15年5月开始不给工资了告诉我去单位学习可是因为治疗不能去在网上差我的医疗期可能也到了因为效益不好最近公司在裁人已通知我可能有我如果我自动辞职可以给我8000的补偿款明年4月分合同到期已经一年多没上班医疗期过后病没有治好不能工作不给工资和医疗金合法吗合同到期医疗期到期辞退我可以拿到补偿金什么的吗我该怎么办请求帮帮忙,用人单位应当在解除或者终止劳动合同时出具解除或者终止劳动合同的证明，并在十五日内为劳动者办理档案和社会保险关系转移手续。劳动者应当按照双方约定，办理工作交接。用人单位依照本法有关规定应当向劳动者支付经济补偿的，在办结工作交接时支付。用人单位对已经解除或者终止的劳动合同的文本，至少保存二年备查。,工伤事故
提出离职，公司不给开离职证明——我在现有的公司已经提出离职，由于离职时需要注销公司手机号，但是，我的公司号办理宽带业务，无法当月注销，公司以此为由让我下个月来办离职证明，请问公司这么做对吗？我改怎么解决呢？,您好，法律服务组7为您解答。根据您的描述，虽然您父亲与包工队没有签订劳动合同，但仍与包工队已经建立了雇佣关系，因此包工队是需要负责的。根据我国法律规定，雇员在从事雇佣活动中遭受人身损害，雇主应当承担赔偿责任。因此建议您与您父亲先和包工头进行协商请求对方赔偿，如果无法达成协议，建议您报警，请求警察帮助处理。相关法条：《最高人民法院关于审理人身损害赔偿案件适用法律若干问题的解释》第十一条雇员在从事雇佣活动中遭受人身损害，雇主应当承担赔偿责任。雇佣关系以外的第三人造成雇员人身损害的，赔偿权利人可以请求第三人承担赔偿责任，也可以请求雇主承担赔偿责任。雇主承担赔偿责任后，可以向第三人追偿。雇员在从事雇佣活动中因安全生产事故遭受人身损害，发包人、分包人知道或者应当知道接受发包或者分包业务的雇主没有相应资质或者安全生产条件的，应当与雇主承担连带赔偿责任。属于《工伤保险条例》调整的劳动关系和工伤保险范围的，不适用本条规定。,工伤事故
请问欠条有时间限制吗——请问欠条有时间限制吗,您好，法律服务组7为您解答。按照您的描述，您可能遭遇了被拖欠工资的情况。根据我国法律的规定，如果用人单位克扣或者无故拖欠劳动者工资的，您可以向劳动行政部门责令其支付您的工资和经济补偿，并可责令其支付赔偿金，您也可以向劳动争议仲裁机关申请仲裁，如果对仲裁裁决仍不满意，则可以提前诉讼。相关法条：《工资支付暂行规定》第十八条各级劳动行政部门有权监察用人单位工资支付的情况。用人单位有下列侵害劳动者合法权益行为的，由劳动行政部门责令其支付劳动者工资和经济补偿，并可责令其支付赔偿金：（一）克扣或者无故拖欠劳动者工资的；（二）拒不支付劳动者延长工作时间工资的；（三）低于当地最低工资标准支付劳动者工资的。经济补偿和赔偿金的标准，按国家有关规定执行。第十九条劳动者与用人单位因工资支付发生劳动争议的，当事人可依法向劳动争议仲裁机关申请仲裁。对仲裁裁决不服的，可以向人民法院提起诉讼。,工伤事故
公司老板欠薪不给——律师你好我在工地做活老板打了一张欠条20000欠条上面老板没有按指母印没有老板的身份证号码和地址拿去劳动局劳动局不管请问律师我该怎么办才能拿到我的钱呢,你好，根据公司法和劳动法相关规定，你们有权起诉现在的单位要求相关补偿。,工伤事故
在公司犯了错，被公司无薪开除。——因为我在公司是一个小班长，我这一班人是12个人整体计件工资，所以我把12个人改成了11个人，让大家忙一点工资高一点，少交点税，借了一张身份证做了一个空名额，工资还是照做12个人的，每月工资发后由我领取后，平均分给11个人，有一年了，现在公司知道了，把我无薪开除，其他人有罚500和2000元，因为这一年公司房补和饭补还有过年补助共计可能有3000元左右，我去问了，我的工资还有7000或8000元，全部被罚完了，请问我的工资还能要回来吗，没有邮箱，只有电话号码，是15824242766,你好，据你所述上述法律关系应认定为雇主与雇工关系，法律明确规定雇员在从事雇佣活动中受到伤害，雇主应承担责任，因此上述受害人有权起诉要求老板承担相关赔偿责任。,工伤事故
是否能计算成工作不满一年——用工一年多，但中间有1个月没用工，是否能计算成工作不满一年搜索复制,您好，法律服务组7为您解答。根据您的描述，该亲戚已经与老板已经建立了雇佣关系，我国法律规定，雇员在从事雇佣活动中遭受人身损害，雇主应当承担赔偿责任。因此建议您先与老板协商请求对方赔偿，如果无法达成协议，建议您报警，请求警察帮助处理。相关法条：《最高人民法院关于审理人身损害赔偿案件适用法律若干问题的解释》第十一条雇员在从事雇佣活动中遭受人身损害，雇主应当承担赔偿责任。雇佣关系以外的第三人造成雇员人身损害的，赔偿权利人可以请求第三人承担赔偿责任，也可以请求雇主承担赔偿责任。雇主承担赔偿责任后，可以向第三人追偿。雇员在从事雇佣活动中因安全生产事故遭受人身损害，发包人、分包人知道或者应当知道接受发包或者分包业务的雇主没有相应资质或者安全生产条件的，应当与雇主承担连带赔偿责任。属于《工伤保险条例》调整的劳动关系和工伤保险范围的，不适用本条规定。,工伤事故
受伤索赔问题——我是一个半挂车驾驶员。在新疆乌鲁木齐驾驶一辆皖A39190车拉货，车主叫贺敏平在2015年1月9日车辆由于超限被路政查处，要求卸货并罚款。在2015年1月11日卸货时被吊装货物的装载机挤伤手臂，住院治疗。截止到2015年6月5日手臂基本康复。在此期间医药费都是我个人垫付的。经协商无效后准备起诉车主。但是只有车主的姓名和电话号码，只知道他是浙江宁波人。请帮忙指点我该怎么进行起诉我的车主？,你好，你可以直接到人民法院依法起诉，索要劳务费,工伤事故
三年前的工钱到现在也没要到怎么办——我大概在3年前挖机帮别人做了几万块钱的事到现在还没有拿到，电话打给他要么不接要么说没有现在该怎么办，有什么办法把叫他还钱,你好，劳动仲裁案件有的地方不收费，有的地方只收取10元受理费也没有吗,工伤事故
劳动法规定的试用期——我刚参加工作，单位说试用期工资是比正式工资低一些，请问这个试用期要多久。,对公司给你降薪的事实申请劳动仲裁，建议不写辞职报告。,工伤事故
