questions,answers,classes
"劳动纠纷——各位律师,我在2003年2月到公司参加工作,公司一直未和我签订任何合同.2008年才开始缴纳养老,医疗保险,2014年开始缴纳住房公积金.工资领最低保障工资,收入只有同岗位人员的三分之一.2014年向公司提出同工同酬,公司未于理会.2015年将我调整工作岗位,并将该岗位人员全部换为临时工,以满足同工同酬的条件.今年我向上级部门反映公司在劳动部门要求下,和我们签订无固定期限合同,合同中明确工资为最低保障,其余条款模糊,合同签订期为今年.现在我想咨询以下问题一，我能领取双倍工资的期限是11个月还是公司该签无固定期限合同之日起到现在。二，我可否向公司提出合同应按单位集体合同和其他正式员工一致签订的要求。三，可否向公司提出2003年至2008年间社会保险等费用的返还，因本人已自费缴纳。四，可否向公司提出补齐2008年至2015年6月间和同岗位人员的大致收入差额。五，可否向公司提出08年到15年间未修带薪年假支付工资报酬。我现在想有个说法，该得的合法权益要争取，如果是自己对法律理解错了，也付出了13年的代价，也是到了了断的时候了，请各位律师帮我参考一下，万分感谢。jycjfjs@163.com",您好，法律服务组7为您解答。根据我国法律的规定，如果是公民需要依法请求国家赔偿的情况，请求给予社会保险待遇或者最低生活保障待遇的情况，请求发给抚恤金、救济金的情况，请求给付赡养费、抚养费、扶养费的情况，请求支付劳动报酬的情况，主张因见义勇为行为产生的民事权益的，却因经济困难没有委托代理人的情况，则可以向法律援助机构申请法律援助。因此，按照您的描述，您的问题是属于退休干部工资、住房无法落实的问题，应当不属于可以向法律援助机构申请援助的情况，建议您通过别的渠道来维护您的权利。,辞退解雇
淘宝云客服克扣工资，投诉无门——去年11月开始，兼职做淘宝云客服，也就是客服在线咨询（在家办公的）。前几日，上完最后一个班次后，回到工作平台发现居然无法登陆，然后打开旺旺来了一则通知，说我三月份刷绩效，被回收客服资格，以及三月份的工资不给发放（工资都是次月第十五个工作日发的，也经常不准时）。他们没有提供刷绩效的证据，仅仅一则通知。我觉得这种全扣工资的做法是不合法的。就算是扣工资，也应该是剔除刷绩效后，再核实发实得工资啊。我这个是兼职，是一个线上工作，淘宝几十万这类云客服都没有签署所谓的劳动合同，另外这个工作面向大学生和社会人士，大学生占很大比例，虽说没有所谓的劳动合同，但是工资还是算劳务报酬，超800还要扣税的。以上，我已在劳动局投诉过，但居然回复我因为我是在校学生，所以不给于处理，让我通过法律途径，请问一个大学生何来资本去诉讼，难道只能社会人士可通过劳动局要得工资吗？我给淘宝做兼职，他发工资，这应该形成了劳动关系啊。我只想得到应得的工资。请帮帮我，谢谢。邮箱34951553@qq.com,你好，法律服务组3来为您解答问题：判断一个行为是否构成名誉损害，一般该行为要具有违法性，并且行为造成了损害后果，该后果即可以是直接的损害后果，也可以是间接的后果，即包括因违法行为直接导致的人身损害后果，也包括因行为导致的精神损害；三违法行为和损害后果之间具有因果关系；四损害人的行为具有主观恶性。而在判断了一个行为具有侵犯名誉权的前提下，根据民法通则规定，公民的姓名权、肖像权、名誉权、荣誉权受到侵害的，有权要求停止侵害，恢复名誉，消除影响，赔礼道歉，并可以要求赔偿损失。所以，根据你的描述，你的老板的行为明显属于故意损害的你的名誉，并且在你所在的公司范围内产生了一定不良影响，你可以在搜集好相关证据后向法院起诉，请求名誉损害赔偿。,辞退解雇
辛苦工作两年反负债数万离职如何维权——您好！我于2012年应聘于湖南一家工程机械企业从事设备销售工作，入职后企业为了提高在职人员工作效率，鼓励员工借款购买交通工具开展工作。虽然当时我对该笔借款存的权益问题有着种种担心和疑问，但因得到主管领导口头承诺与鼓励，还是借款购买了交通工具。随后的2两年工作时间里，我在该企业完成了价值几百万元设备的销售，却从未拿到过一份钱的销售提成，只有1200—1800元底薪，也无针对交通工具的任何补贴，因此我个人每月在交通工具养护维修和其它方面都要花上不少钱，生活压力和经济压力越来越大，最后不得不离职。离职前我多次就个人权益要求公司兑现承诺，均无明确回复。离职后两年多，我也多次与相关领导沟通债务问题无果，今天我收到了该企业的催款律师函，我想就该事件需求法律援助，想了解下我要如何进行维权。,您好，法律服务组7为您解答。根据我国法律的规定，利害关系人因情况紧急，不立即申请保全将会使其合法权益受到难以弥补的损害的，可以在提起诉讼或者申请仲裁前向被保全财产所在地、被申请人住所地或者对案件有管辖权的人民法院申请采取保全措施。申请人应当提供担保，不提供担保的，裁定驳回申请。因此，按照您的描述，如果您因为公司转移财产而考虑可能导致无法获得赔偿，则建议您可以申请保全，但是您需要提供担保，如果不能提供担保，法院可能会裁定驳回申请。相关法条：《中华人民共和国民事诉讼法》第一百零一条利害关系人因情况紧急，不立即申请保全将会使其合法权益受到难以弥补的损害的，可以在提起诉讼或者申请仲裁前向被保全财产所在地、被申请人住所地或者对案件有管辖权的人民法院申请采取保全措施。申请人应当提供担保，不提供担保的，裁定驳回申请。人民法院接受申请后，必须在四十八小时内作出裁定；裁定采取保全措施的，应当立即开始执行。申请人在人民法院采取保全措施后三十日内不依法提起诉讼或者申请仲裁的，人民法院应当解除保全。,辞退解雇
执法者是临时工如何维权——连续干了十几年的行政执法工作，还持有省级部门颁发的行政执法证，但是却没有和单位签订任何的劳动合同，这合法吗？现在单位让一次性地给与补偿，市标准的二十分之一，我应该如何维权。,您好，法律服务组7为您解答。按照您的描述，您应该遭遇了恶意欠薪的情况。根据我国法律的规定，如果用人单位克扣或者无故拖欠劳动者工资的，您可以向劳动行政部门责令其支付您的工资和经济补偿，并可责令其支付赔偿金，您也可以向劳动争议仲裁机关申请仲裁，如果对仲裁裁决仍不满意，则可以提起诉讼。建议您向仲裁机关申请仲裁，如果对仲裁裁决不满意，则可以提起诉讼维护权益。相关法条：《工资支付暂行规定》第十八条各级劳动行政部门有权监察用人单位工资支付的情况。用人单位有下列侵害劳动者合法权益行为的，由劳动行政部门责令其支付劳动者工资和经济补偿，并可责令其支付赔偿金：（一）克扣或者无故拖欠劳动者工资的；（二）拒不支付劳动者延长工作时间工资的；（三）低于当地最低工资标准支付劳动者工资的。经济补偿和赔偿金的标准，按国家有关规定执行。第十九条劳动者与用人单位因工资支付发生劳动争议的，当事人可依法向劳动争议仲裁机关申请仲裁。对仲裁裁决不服的，可以向人民法院提起诉讼。,辞退解雇
工会主席能作为劳动纠纷单位一方的代理人吗——工会主席能作为劳动纠纷单位一方的代理人吗,您好，法律服务组7为您解答。按照您的描述，您应该遭遇了恶意欠薪的情况。根据我国法律的规定，用人单位拖欠劳动者工资属于违法行为，不能用项目经理离职的原因来免除用人单位拖欠工资的责任。因此，如果用人单位克扣或者无故拖欠劳动者工资的，您可以向劳动行政部门责令其支付您的工资和经济补偿，并可责令其支付赔偿金，您也可以向劳动争议仲裁机关申请仲裁，如果对仲裁裁决仍不满意，则可以提起诉讼。建议您向仲裁机关申请仲裁，如果对仲裁裁决不满意，则可以提起诉讼维护权益。相关法条：《工资支付暂行规定》第十八条各级劳动行政部门有权监察用人单位工资支付的情况。用人单位有下列侵害劳动者合法权益行为的，由劳动行政部门责令其支付劳动者工资和经济补偿，并可责令其支付赔偿金：（一）克扣或者无故拖欠劳动者工资的；（二）拒不支付劳动者延长工作时间工资的；（三）低于当地最低工资标准支付劳动者工资的。经济补偿和赔偿金的标准，按国家有关规定执行。第十九条劳动者与用人单位因工资支付发生劳动争议的，当事人可依法向劳动争议仲裁机关申请仲裁。对仲裁裁决不服的，可以向人民法院提起诉讼。《中华人民共和国劳动争议调解仲裁法》第二条中华人民共和国境内的用人单位与劳动者发生的下列劳动争议，适用本法：（一）因确认劳动关系发生的争议；（二）因订立、履行、变更、解除和终止劳动合同发生的争议；（三）因除名、辞退和辞职、离职发生的争议；（四）因工作时间、休息休假、社会保险、福利、培训以及劳动保护发生的争议；（五）因劳动报酬、工伤医疗费、经济补偿或者赔偿金等发生的争议；《中华人民共和国劳动法》第五十条工资应当以货币形式按月支付给劳动者本人。不得克扣或者无故拖欠劳动者的工资。,辞退解雇
医院打工没钱劳动合同没缴纳社保——我在某医院上班9年，没有签订劳动合同，因隐患疾病双眼失明，医院没有缴纳任何社会保险金，我现在可以向医院申请哪些保障,您好，法律服务组7为您解答。按照您的描述，如果您受到了相关劳动方面的纠纷，您可以通过劳动仲裁的方式维护您的权利。如果对仲裁结果不满意的，则可以通过诉讼的方式来维护您的权利。,辞退解雇
员工私自带孩子——员工私自带孩子上班出事，老板有多少责任,你好，法律服务组3来为您解答问题：对于传票的送达，《民事诉讼法》第八十四条规定，受送达人下落不明，或者用本节规定的其他方式无法送达的，公告送达。自发出公告之日起，经过六十日，即视为送达。公告送达，应当在案卷中记明原因和经过。根据本条规定，采用公告送达方式的前提是受送达人下落不明，或者用该节规定的其他送达方式无法送达的。该节规定的其他送达方式有直接送达、留置送达、委托送达、邮寄送达和转交送达。最高人民法院关于适用《民事诉讼法》若干问题的意见第88条规定，“公告送达可以在法院的公告栏、受送达人原住所地张贴公告，也可以在报纸上刊登公告”。所以一般，法院对于传票是采取邮寄送达的方式，在该方式找不到当事人的情况下，可以直接送达、留置送达、委托送达、邮寄送达和转交送达，这些方式皆不可的情况下，最后公告送达。,辞退解雇
单位违反《行政监察法》，该如何起诉——单位违反《行政监察法》，该如何起诉，请帮忙，不差钱能立案就付费，输赢与律师无关您好：我是中石油大庆油田员工，我想问一下，单位违反《行政监察法》，该如何起诉。请问如何去法院起诉，单位已经是不作为了，你们转的单位也没用，既然有这个法律，就应该有起诉方式，要不制定这个法律岂不是没用了吗。你们转到单位，单位就是不受理，因为他们是一伙的，你转到这里没什么用。事实与依据：我是中石油大庆油田职工，在2011年大庆油田巨贪王永春指示人违法违规给我下达了处分，处分原因是怀疑我揭露他的腐败行为，这是很荒唐的事。处分文件为：庆油纪发【2011】8号，下文单位盖章是：中共大庆油田纪律检查委员会庆油测纪发【2011】4号，下文单位盖章是：中共大庆测试技术服务分公司油田纪律检查委员会处分内容和说明我大概了解了，关键之处纯属虚构，而且证据是编造的，根本不符合规矩。因为这些，我当然不服，按一位纪委的领导指示要去申诉。但申述的必须材料就是处分决定书，而申述的时间则是送达后一个月，但是这些根本没送达，所以无法申诉。贪官的这些行为严重违法，根据《中华人民共和国行政监察法实施条例》第三十八条监察决定自作出之日起生效；需批准的，自批准之日起生效。监察决定书和监察建议书可以由监察机关直接送达有关单位和人员，也可以委托其他监察机关送达。受送达人在送达回证上的签收日期为送达日期。受送达人拒绝接收或者拒绝签名、盖章的，送达人应当邀请受送达人所在单位人员到场，见证现场情况，由送达人在送达回证上记明拒收事由和日期，由送达人、见证人签名或者盖章，将监察决定书和监察建议书留在受送达人的住所或者所在单位，即视为送达。根据《中华人民共和国行政监察法》，应依法追究其刑事责任第四十八条监察人员滥用职权、徇私舞弊、玩忽职守、泄露秘密的，依法给予处分；构成犯罪的，依法追究刑事责任。请问他们违法，该如何走法律程序起诉呀，既然制定法律了，就应该遵守，应该执行吧，请指点迷津，不要再送回单位了，那样不是让贼头去审小偷吗。谢谢陈宏132349194782016.3.16,你好，法律服务组3来为您解答问题：对于这种找工作收取一定数量的金钱为条件，后发现被骗的行为现实中大量存在，没有太好的解决办法，最好的办法还是报警。建议还是提高警惕性，对于以收取金钱的给予的工作，要做好防范。,辞退解雇
劳动权益纠纷维权事宜——尊敬的法制网律师：您们好！本人自2010年4月经网上招聘进入一家国企建筑施工企业工作至今，进入公司经试用期满合格后，公司司安排一家劳务公司与我签订劳务派遣协议（只有一张文书，没有法律权益关系）其实算不上是合同，协议签订后，公司安排我们在公司所属的项目经理部工作，从事工程施工技术管理工作，但是工资待遇一直是正式职工的50%，未按国家规定缴纳五险一金，一直以劳务派遣公司的名义给我们缴纳社保费，具体多少我们都不知道，多次问人力资源部也没有说清楚。自2011年以后我的表现得到了我所在项目的总工和领导的赏识，由工程部主管技术员将我提拔为工程部副部长，但是该项目结束后我也未能签订正式劳动合同，自2012年后通过个人申请，公司批准，我获批去海外项目工作，主要目的是积累海外经验，拓宽视野，一直工作到2014年10月份。在2012年之后我一直没有签订任何合同，也没有任何人要求我签订合同，一直这样按照公司的要求，服从公司安排的前提下从事工程施工项目的技术管理工作，一直是副部长级别，后来我2014年回国后要求给我办理职称评审工作，公司要求我与劳务公司盖章，因时间紧急，我就按要求给劳务公司盖了章，完成了工程师的职称评审，但是我一直没有合同，自2012年合同到期后我一直是没有签订合同。2015年年底经公司要求我提交转正申请文件，我提交了遭到了拒绝也没有给予任何答复，公司经核查我没有劳务派遣合同，早在2012年就已到期，现在要求我补签2013年至今的劳务派遣合同，我果断予以拒绝，并要求公司做出书面辞退函，至今未作答复。请问这种情况，我是否可以维权，有没有我的合法权益，能否按照同工同酬的标准追偿我的损失，这种情况我可以主张哪些权利，该如何应对？我该如何维权？我的损失能否得到追偿？肯定法制网律师在百忙之中予以解答。,您好，法律服务组7为您解答。按照您的描述，单位没有替您缴纳保险的做法是不符合法律规定的，根据我国法律的规定，用人单位逾期仍未缴纳或者补足社会保险费的，社会保险费征收机构可以向银行和其他金融机构查询其存款账户；并可以申请县级以上有关行政部门作出划拨社会保险费的决定，书面通知其开户银行或者其他金融机构划拨社会保险费。用人单位账户余额少于应当缴纳的社会保险费的，社会保险费征收机构可以要求该用人单位提供担保，签订延期缴费协议。相关法条：《中华人民共和国社会保险法》第六十三条用人单位未按时足额缴纳社会保险费的，由社会保险费征收机构责令其限期缴纳或者补足。用人单位逾期仍未缴纳或者补足社会保险费的，社会保险费征收机构可以向银行和其他金融机构查询其存款账户；并可以申请县级以上有关行政部门作出划拨社会保险费的决定，书面通知其开户银行或者其他金融机构划拨社会保险费。用人单位账户余额少于应当缴纳的社会保险费的，社会保险费征收机构可以要求该用人单位提供担保，签订延期缴费协议。用人单位未足额缴纳社会保险费且未提供担保的，社会保险费征收机构可以申请人民法院扣押、查封、拍卖其价值相当于应当缴纳社会保险费的财产，以拍卖所得抵缴社会保险费。第八十四条用人单位不办理社会保险登记的，由社会保险行政部门责令限期改正；逾期不改正的，对用人单位处应缴社会保险费数额一倍以上三倍以下的罚款，对其直接负责的主管人员和其他直接责任人员处五百元以上三千元以下的罚款。,辞退解雇
10级工伤赔偿数额——工伤鉴定是10级，22.5周岁，福州市（城市预期寿命好像是75.5周岁），广告行业现已辞职，月收入按2727，不计算医疗费用，也不计算交通护理等，能获得多少赔偿金？,您好，法律服务组7为您解答。按照您的描述，您应该遭遇了恶意欠薪的情况。根据我国法律的规定，如果用人单位克扣或者无故拖欠劳动者工资的，您可以向劳动行政部门责令其支付您的工资和经济补偿，并可责令其支付赔偿金，您也可以向劳动争议仲裁机关申请仲裁，如果对仲裁裁决仍不满意，则可以提起诉讼。建议您搜集您给老板打工的证据，向仲裁机关申请仲裁，如果对仲裁裁决不满意，则可以提起诉讼维护权益。相关法条：《工资支付暂行规定》第十八条各级劳动行政部门有权监察用人单位工资支付的情况。用人单位有下列侵害劳动者合法权益行为的，由劳动行政部门责令其支付劳动者工资和经济补偿，并可责令其支付赔偿金：（一）克扣或者无故拖欠劳动者工资的；（二）拒不支付劳动者延长工作时间工资的；（三）低于当地最低工资标准支付劳动者工资的。经济补偿和赔偿金的标准，按国家有关规定执行。第十九条劳动者与用人单位因工资支付发生劳动争议的，当事人可依法向劳动争议仲裁机关申请仲裁。对仲裁裁决不服的，可以向人民法院提起诉讼。,辞退解雇
我在某单位工作。无固定期限劳动合同。司机——从1997年我在某单位工作至今20年。现在单位已车改要和我解除劳动合同按1年1个月工资要我和劳务派遣公司签合同，这个单位车改后的车辆使用编制是15台。现在单位有10个人,您好，法律服务组7为您解答。根据我国法律的规定，职工因工作遭受伤害或者患职业病需要暂停工作接受工伤医疗的，在停工留薪期内，原工资福利待遇不变，由所在单位按月支付。停工留薪期一般不超过12个月。伤情严重或者情况特殊，经设区的市级劳动能力鉴定委员会确认，可以适当延长，但延长不得超过12个月。按照您的描述，您的情况比较特殊，建议您可以向当地劳动能力鉴定委员会进行咨询，来确定您的停工留薪期的时间。相关法条：《工伤保险条例》第三十三条职工因工作遭受事故伤害或者患职业病需要暂停工作接受工伤医疗的，在停工留薪期内，原工资福利待遇不变，由所在单位按月支付。停工留薪期一般不超过12个月。伤情严重或者情况特殊，经设区的市级劳动能力鉴定委员会确认，可以适当延长，但延长不得超过12个月。工伤职工评定伤残等级后，停发原待遇，按照本章的有关规定享受伤残待遇。工伤职工在停工留薪期满后仍需治疗的，继续享受工伤医疗待遇。生活不能自理的工伤职工在停工留薪期需要护理的，由所在单位负责。,辞退解雇
在打工过程中染上乙肝如何维权——您好，请问2008年在某酒店上班，至到2009年9月份，被酒店劝退，在2009年公司体检中，查出了乙肝大三阳（注：入职时，在公司体检过，属正常）当时年纪小，我们家庭也是农民出生，父母也没文化，根本不懂法律知识，现在随着国家的法律越来越建全，我也了解了一些，本想自己承担，但随着时间的考验，我在生活，工作中遇到了极大的不便，而这种病也给我心灵，身体带来了极大的痛苦，现无工作，给我的医疗经济负担加重，越来越越无助，父母为我治疗，我们家的房子也没买的成，至今仍在租房住，请问我应该怎样维护自己的权力，望能多给予我些建议！谢谢！,您好，法律服务组7为您解答。根据我国法律的规定，职工因工致残被鉴定为五级伤残的，从工伤保险基金按伤残等级支付一次性伤残补助金，标准为18个月的本人工资；保留与用人单位的劳动关系，由用人单位安排适当工作。难以安排工作的，由用人单位按月发给伤残津贴，五级伤残的标准为本人工资的70%，并由用人单位按照规定为其缴纳应缴纳的各项社会保险费。伤残津贴实际金额低于当地最低工资标准的，由用人单位补足差额。经工伤职工本人提出，该职工可以与用人单位解除或者终止劳动关系，由工伤保险基金支付一次性工伤医疗补助金，由用人单位支付一次性伤残就业补助金。一次性工伤医疗补助金和一次性伤残就业补助金的具体标准由省、自治区、直辖市人民政府规定。因此，具体的赔偿金额还与您工伤前每月工资以及当地的补助金标准相关。相关法条：《工伤保险条例》第三十六条职工因工致残被鉴定为五级、六级伤残的，享受以下待遇：（一）从工伤保险基金按伤残等级支付一次性伤残补助金，标准为：五级伤残为18个月的本人工资，六级伤残为16个月的本人工资；（二）保留与用人单位的劳动关系，由用人单位安排适当工作。难以安排工作的，由用人单位按月发给伤残津贴，标准为：五级伤残为本人工资的70%，六级伤残为本人工资的60%，并由用人单位按照规定为其缴纳应缴纳的各项社会保险费。伤残津贴实际金额低于当地最低工资标准的，由用人单位补足差额。经工伤职工本人提出，该职工可以与用人单位解除或者终止劳动关系，由工伤保险基金支付一次性工伤医疗补助金，由用人单位支付一次性伤残就业补助金。一次性工伤医疗补助金和一次性伤残就业补助金的具体标准由省、自治区、直辖市人民政府规定。,辞退解雇
工作单位该不该给我补交养老保险——我在一金融单位食堂工作了八年，至今没有签过劳动合同，也从没给我买过任何保险，特别是养老保险，我几次提出要其工作单位给我补交八年的养老保险，可是他们都爱理不理，只按月给我发放了基准本工资，除生病和春节外，双休及法定节假日从来没有休息过。我现在已五十多岁了，身体也不好，不想干了，请问我能要求该单位给我补交养老保险吗？,应当先去劳动局申请工伤认定。认定结果出来以后，再去劳动能力鉴定委员会鉴定完劳动等级。根据伤残等级理赔。详询安徽大学劳动法律诊所055165107794.,辞退解雇
辞职一年多还拖欠工资不给怎么办——我在原来的单位辞职一年多了。但欠我的工资还不给。怎么办,您好，法律服务组7为您解答。按照您的描述，您应该遭遇了恶意欠薪的情况。根据我国法律的规定，如果用人单位克扣或者无故拖欠劳动者工资的，您可以向劳动行政部门责令其支付您的工资和经济补偿，并可责令其支付赔偿金，您也可以向劳动争议仲裁机关申请仲裁，如果对仲裁裁决仍不满意，则可以提起诉讼。建议您搜集您给老板打工的证据，向仲裁机关申请仲裁，如果对仲裁裁决不满意，则可以提起诉讼维护权益。相关法条：《工资支付暂行规定》第十八条各级劳动行政部门有权监察用人单位工资支付的情况。用人单位有下列侵害劳动者合法权益行为的，由劳动行政部门责令其支付劳动者工资和经济补偿，并可责令其支付赔偿金：（一）克扣或者无故拖欠劳动者工资的；（二）拒不支付劳动者延长工作时间工资的；（三）低于当地最低工资标准支付劳动者工资的。经济补偿和赔偿金的标准，按国家有关规定执行。第十九条劳动者与用人单位因工资支付发生劳动争议的，当事人可依法向劳动争议仲裁机关申请仲裁。对仲裁裁决不服的，可以向人民法院提起诉讼。,辞退解雇
劳动纠纷如何维权？——个体企业工作5年，一直未签合同，未办法律上的保险，(只是现金补贴)、期间营业执照名称、经营者变了几变，现已注销，拖欠工资不给，没有任何补偿。除了工资、补偿金，我还可主张未签合同的双倍工资吗？1店：Ａ名称，经营者李某，成立2006.8.31，注销2015.1.9，经营场所8号；２店：Ｂ名称，经营者李某，成立2013.11.28，注销2015.1.9，经营场所9号；３店：Ｂ名称，经营者王某，成立2015.1.12，注销2015.9.9，经营场所8号。李某与王某是夫妻。本人是2010.9.7到1店处工作，2店成立后，两店相邻，两店都干，1、２店同时注销后又到3店工作，直到注销为，请问主张未签合同的双倍工资是几个月？,您好，法律服务组7为您解答。根据我国法律的规定，实施化工有毒有害作业岗位津贴的范围，原则上按照化工部颁发的〔78〕738号《有毒有害作业工种范围表》和〔86〕化劳923号《有毒有害作业工种范围补充表》执行，即以常年直接从事化工有毒有害作业的一线工人为津贴的主要对象。按照您的描述，如果您认为您属于可以领取津贴的工人，但是单位却不予以发放，针对这种情况，建议您可以向劳动监察大队予以反映，以维护您的权利。相关法条：《化工有毒有害作业岗位津贴实施意见》一、实施化工有毒有害作业岗位津贴的范围1.原则上按照化工部颁发的〔78〕738号《有毒有害作业工种范围表》和〔86〕化劳923号《有毒有害作业工种范围补充表》执行，即以常年直接从事化工有毒有害作业的一线工人为津贴的主要对象。2.凡没有列入范围的新产品、工种（岗位），企业可根据国家有关标准提出申请，报省、自治区、直辖市化工厅局（公司）审批，同时报部备案后执行。3.产品岗位上的专职保全工、生产过程中的分析工、化验工、试验工、检修工、车间生产管理人员，应低于相对应岗位生产工人的标准享受津贴。4.化工防腐工，三废处理工，有毒物料储运工，可根据实际情况享受化工有毒有害作业岗位津贴。5.化工生产中常年直接从事化学粉尘、化学矿山井下作业以及高温高空、特别繁重体力劳动作业等其他工种，按国家有关标准，参照其他产业部有关津贴规定执行。,辞退解雇
谁来维护我们的合法正当利益——我是卫生院的一名员工，2007年进入单位，2013年通过竞聘上岗签订劳动合同。可是我们的工资待遇并没有改善还是和临时工一样，还不及在编人员的一半（尽管在编人员也是发差额工资），就更不要说什么“五险一金”了。像我这种情况全县有20多人，我们去卫生局咨询，我们的刘局长给我们的答复就是：“就算我们通过竞聘上岗签订了劳动合同，也是没什么用的，就因为我们不是事业编制人员（尽管2013年我们和单位事业编人员一起竞聘上岗），工资待遇和保险一切都是按照临时工待遇，就是你晋级到主任医师也是临时工，不看能力，只看你是不是事业编制”我的理解就是竞聘上岗没用，尽管在编人员什么都没有，人家的待遇也是按照事业编制人员发放，我们也上有老下有小，我们也要生活，物价在涨，可我们的工作还是那么少，难道要我们出去抢劫吗？尽管我们干一样的工作或者更累的工作。当我们来了不能工作了，我们就没有一分了钱了，到那时谁给我们养老，当有一天我们病了，又有谁给我们看病呢？？我想咨询一下这是否合法，,违法。可以主张用人单位补缴社保。并对因未缴社保造成的医疗费用等损失主张赔偿。详询安徽大学劳动法律诊所055165107794.,辞退解雇
农村建筑队有人摔伤一年后起诉有用吗——罗某因摔伤，一年后心里不平衡，向法院起诉建筑队领头，想请问建筑队领头有多少责任，毕竟领头的也是想带领大家在家有钱赚，他为他的团队担有多大责任，还是每个成员都有责任,如果您母亲在50岁以下，可以去劳动局走工伤程序。如果在50岁以上，可以去法院起诉单位侵权损害赔偿。详询安徽大学劳动法律诊所055165107794.,辞退解雇
为躲避几年的补助工资降薪，增长伙食费用——这两年由于经济不景气，老板公司业务量少了，但还是盈利了的，可是老板为了躲避为他拼命几年的老职工补助，恶性降低工资，还增长每餐伙食费用，变相逼迫员工自动离职，这样连交的失业保险都无法领取，这个怎么办？！,您好，法律服务组7为您解答。根据我国法律的规定，首先，用人单位违反法律的规定不与劳动者订立劳动合同的，自应当订立无固定期限劳动合同之日起向劳动者每月支付二倍的工资。因此，您可以要求单位支付每月二倍的工资作为补偿。其次，单位未办理保险的做法也是不符合法律规定的，您可以依据法律与单位协商，让其为您补交社会保险费。如果协商不行，您可以通过以下途径解决：1可以到当地的社保局和地税局投诉，寻求行政部门处理。2如果社保局对投诉不处理，不作为，可以行政诉讼，起诉社保局，要求对补交社保问题作出处理。去投诉时，要写书面的投诉资料，另外还要将劳动合同、厂牌等证明劳动关系的材料复印给社保局和地税局。相关法条：《中华人民共和国劳动合同法》第八十二条用人单位自用工之日起超过一个月不满一年未与劳动者订立书面劳动合同的，应当向劳动者每月支付二倍的工资。用人单位违反本法规定不与劳动者订立无固定期限劳动合同的，自应当订立无固定期限劳动合同之日起向劳动者每月支付二倍的工资。《中华人民共和国社会保险法》第六十三条用人单位未按时足额缴纳社会保险费的，由社会保险费征收机构责令其限期缴纳或者补足。用人单位逾期仍未缴纳或者补足社会保险费的，社会保险费征收机构可以向银行和其他金融机构查询其存款账户；并可以申请县级以上有关行政部门作出划拨社会保险费的决定，书面通知其开户银行或者其他金融机构划拨社会保险费。用人单位账户余额少于应当缴纳的社会保险费的，社会保险费征收机构可以要求该用人单位提供担保，签订延期缴费协议。用人单位未足额缴纳社会保险费且未提供担保的，社会保险费征收机构可以申请人民法院扣押、查封、拍卖其价值相当于应当缴纳社会保险费的财产，以拍卖所得抵缴社会保险费。第八十四条用人单位不办理社会保险登记的，由社会保险行政部门责令限期改正；逾期不改正的，对用人单位处应缴社会保险费数额一倍以上三倍以下的罚款，对其直接负责的主管人员和其他直接责任人员处五百元以上三千元以下的罚款。,辞退解雇
超龄解聘能否有经济补偿及2倍工资？——我父亲65岁，属于另外一个企业退休人员，已经有退休工资。2009年受雇一单位担任门卫，一直没有签订合同，每天又做保安又做清洁，每年没有单独的休息日。假如用人单位以年龄偏大解聘或者自行提出辞职的话有经济补偿及2倍工资吗？,您好，法律服务组7为您解答。按照您描述的情况，应当按照我国民政部2013年6月27日部务会议通过并公布的《民政部关于修改〈伤残抚恤管理办法〉的决定》来解决赔偿。其次，单位没有缴纳工伤保险的做法是不符合法律规定的，您可以向社会保障管理部门投诉来维护您的权利。,辞退解雇
工伤认定及赔偿——你好，我爸爸在福建一家瓷砖厂上班，今年26号由于不慎在上班期间摔倒致使右腿骨裂，而26号是他上班的第一天，我想问这知否可以认定为工伤，然后关于赔偿部分是否包括医疗费用部分和误工费用。,您好，法律服务组7为您解答。按照您的描述，您应该遭遇了恶意欠薪的情况。根据我国法律的规定，如果用人单位克扣或者无故拖欠劳动者工资的，您可以向劳动行政部门责令其支付您的工资和经济补偿，并可责令其支付赔偿金，您也可以向劳动争议仲裁机关申请仲裁，如果对仲裁裁决仍不满意，则可以提起诉讼。建议您搜集您给老板打工的证据，向仲裁机关申请仲裁，如果对仲裁裁决不满意，则可以提起诉讼维护权益。相关法条：《工资支付暂行规定》第十八条各级劳动行政部门有权监察用人单位工资支付的情况。用人单位有下列侵害劳动者合法权益行为的，由劳动行政部门责令其支付劳动者工资和经济补偿，并可责令其支付赔偿金：（一）克扣或者无故拖欠劳动者工资的；（二）拒不支付劳动者延长工作时间工资的；（三）低于当地最低工资标准支付劳动者工资的。经济补偿和赔偿金的标准，按国家有关规定执行。第十九条劳动者与用人单位因工资支付发生劳动争议的，当事人可依法向劳动争议仲裁机关申请仲裁。对仲裁裁决不服的，可以向人民法院提起诉讼。,辞退解雇
