questions,answers,classes
不给加班费双薪也不发全怎么办——我们现在一天工作10个半小时，一周49个小时，双薪也没按照国家3薪给，以前从规定有双薪就没给，今年才争取来的。也没按照全新给，超过国家规定9个小时一周，怎么办,可申请劳动仲裁。,劳动保险
劳动纠纷——你好；我是在本地给外省公司打工者，公司没有给我们写合同，我在干活时受伤，经公司协商员和派出所的协商下给付了治疗费，当时写下协议书，协议书上只有签名和手影，有因伤残和后期治疗费用起诉，当时不知道公司的名字，只起诉个人，传票已给了协商人员的亲术，也是工作人员，数日公司迁走，导致无法开庭，现在法院说，我告个人最后怕是拿不到陪赏。没有结果。现在我应该怎么b,可以以单位未交医疗保险主张报销你的医疗费，具体能报销多少，各地有不同的规定。,劳动保险
按劳动法规定我能得到什么补尝——我于1998年9月在长沙一家医院内部办的酒店上班，酒店于2000年11月给我买了养老保险，记不清哪年我签过一份合同，但也只是为了应付劳动部门检查的，2004年因为生小孩我在家休了3年于2007年5月又重新回酒店上班到现在，其中没上班时3年的保险我自己都补交了，一直工作到现在，可酒店因为要改做医院马上要关闭，各部门也没提前通知我们，就几天的时间我不知道怎么办，请问相关专业人士我这种情况能得到多少补尝！,应该根据工伤保险条例的规定向老板索赔，如果老板交了工伤保险的，应该由工伤保险基金中支付，索赔金额包括丧葬补助金、供养亲属抚恤金和一次性工亡补助金。,劳动保险
扣教师工资——黑龙江省九三局文件硬性规定，每个月从教师个人工资扣除200元，政府补贴100元，一年共扣除2000元做为年终奖金。一等得6000元，二等多得4000元，三等得2000元(个人工资)拿回来，四等连扣除的2000元(个人工资)一分都拿不回来了，用个人工资2000元给一等二等做奖金了，一等和二等的教师也没干两份三份工作，政府用教师个人做奖金，而且强迫教师签字。美其名曰调动教师工作的积极性，这样做违法吗,劳动争议需先经过劳动仲裁，你们可以去申请仲裁。如您说的，当地不让你们申请，你们可以再收到仲裁委的不予受理书之后提起诉讼。如果法院也不予受理，那么你们可以直接上访于上级人民政府。,劳动保险
社保——我于2007年11月1日进入一家名为讯华电讯手机公司，在武汉青山区建二分店当一名销售人员，一直工作至今，兢兢业业。公司总部设在青山红钢城，在刚进入公司的时候，公司没有跟我签合同，也没交社保，当时底薪是240元，。凡是到节假日的时候，我和同事都不能休息，那时是节假日补加倍工资，所谓加倍也只是每天多发240÷30*2=16元，没有补休，直到09年年底，我们要求公司交社保，公司才拖拖拉拉说要交，在10年7月份的时候，我给公司老总写工作总结(有电子邮件为证)，老板才说公司于10年8月份交社保，到了7月中旬的时候，公司的一个经理拿了一份合同来签，说是买社保必须要签，我和同事之前都没有签过合同，不知道那些空白怎么签，经理当时就拿了一个写好的合同叫我们照样写。到现在我们才知道公司跟我们签的合同是有欺骗蒙骗行为的，我是看到招聘，应聘来到这家公司上班的，可现在公司却说我们签的合同是帮公司代买深圳社保的人力资源公司派遣的，可是我们和人力资源公司之间并无关联。我觉得公司好像算计了我，签合同那会公司也没明说是人力资源公司派遣的，现在却这样。到现在我们还没有和公司签订真正意义上的劳务关系。合同两份一直都在公司，前几天我才找公司要回了一份。签合同的时候甲方是空白的，现在甲方的位置填的是那家人力资源公司，10年8月份是开始交社保了，但是是深圳的社保，是公司委托这家人力资源公司交的。刚开始是从我工资里扣102元，后来说是社保涨了，就每个月扣120元，公司承担多少我们也不知道，以前还没有社保卡，前段时间才发卡，卡里也没有钱，我在网上查询的时候只能登录深圳社保，所能查询的也只有个人部分，也没有明细，但在07年我刚进公司的时候，经理和有些员工到现在交的都是武汉的社保。我有工资单为凭证。为什么我们同在一家公司却享受不平等福利？同工却不同福利待遇。这几年，在其他分店也有为社保跟公司闹翻的同事，只不过公司为了本身利益，没有传开，可就在上个月，我们红钢城的同事为了这个社保的事又跟公司闹翻了，要求公司补偿以前没交的部分，公司起初不答应，因为他们是武汉的，带着亲人去谈，最后个个都是赔了钱离开公司的。而当我跟公司协商的时候，他们却说，我的时间太长了，不予赔偿，就因为我来公司的时间最长，如果要赔偿会赔偿很多，就因为我是外来务工人员，对于我提出的要求置之不理，就因为我对法律知识欠缺，他们就可以这样欺负我吗？我感到非常寒心，我现在是这家公司所有营业员里时间最长的一个。快有4年半了。之前那些要求赔偿的员工，都比我来得晚，个个都可以拿赔偿金，为什么我来得早现在我还在为公司效力的人却要被他们如此打发？虽然现在他们把底薪240说成是津贴，可员工们都知道我们拿的工资就是240的底薪加提成。如果工资没达到武汉市最低工资900，也按900发，一个月两天假，假日也只是补休，也没有加班工资。我对于公司的不平等待遇非常不满意，我想咨询律师们，我这种情况还能不能追究之前未交部分？,您好！利用他人身份入职，在民法上构成以欺诈、胁迫手段订立合同，属于可变更、可撤销的劳动合同，你方可以请求法院或仲裁机构变更或撤销。,劳动保险
我这种情况钱还能要回来吗——我是一个小包工头，前几年在淄博铁路电务段揽了个活，给铁路挖电缆沟，当时有好几个包工队在哪里施工，当活干完验收时电缆没有通电，在电缆上发现被人砸伤了五个钉子，跌路单位就把这次工程的帐给封了，已经有五年了到现在一直都没有给钱，去要过好几次都说没有处理完，但钉子不是我们砸上去的!我这种情况钱还能要回来吗？,如果其违反了公序良俗的话，你们家就可以去依法维权了。,劳动保险
"手机报-我太太如何保护她的权益——手机报用户尾号0706—我太太在一中外合资企业上班有十年了.企业一直都有购买社保,但一直没有社保卡,问原因说是要到三十岁以后才给发社保卡,请问企业违反那条规定,我太太应如果保障自己的利益.2012-01-1302:02:15广东惠州",你好！虽然没有签订书面劳动合同，但是形成了事实劳动关系，可以向用人单位所在地申请工伤认定，然后劳动能力等级鉴定，根据鉴定结果享受工伤待遇。如果是雇佣关系，雇主承担赔偿责任。,劳动保险
没有劳动合同瘦了意外伤害老板不给索赔——您好，我今年内蒙乌海市煤矿学习挖掘机然后因为挖掘机的油管爆裂导致我直肠破裂住院46天出院后要求老板索赔老板不给赔偿，打官司律师说当时没报案老板不给做工伤鉴定也不知道注册公司没。我现在想问一下这样的官司怎样打能打赢吗？,根据社会保险法及工伤保险条例的规定，属于工伤。首先要进行工伤，然后再向社会保险部门和单位申请工伤待遇。,劳动保险
养老保障金多交2万多元为什么——我妈妈原是呼伦贝尔巴林镇白灰矿的职工，由于档案丢失补交养老金5万多元，比同龄；同样的职工多交了2万多元不知道是什么原因。向您咨询，谢谢,提前一个月通知公司解除合同，然后办理交接，一个月后公司应当批准你离职。,劳动保险
工作16年扣养老金但没交该怎办——我在某单位工作16年扣养老金但没交该怎办,首先确定公司规章制度对此有无规定若无规定不用承担,劳动保险
老板多次找借口拖欠工资怎么要回来——我在一杭州公司在江山承包的工程施工10个月，因为工程需要我从湖南老家叫了20个工人及工程车1辆总共产生工资51万多，老板一共只付了30.5万元，剩下20.5万元老板找借口不支付了，现在打电话也不接了。其他做事的工人在向我讨要工资了，我该怎么要回这些人的工资？,天津冠达律师事务所律师解答：可以参考以下法律规定根据1951年2月26日政务院公布《中华人民共和国劳动保险条例》第十四条工人与职员及其供养的直系亲属死亡时待遇的规定：乙、工人与职员因病或非因工负伤死亡时，由劳动保险基金项下付给丧葬补助费，其数额为该企业全部工人与职员平均工资两个月；另由劳动保险基金项下，按其供养直系亲属人数，付给供养直系亲属救济费，其数额为死者本人工资六个月到十二个月。根据劳动部于1953年1月26日颁布《中华人民共和国劳动保险条例实施细则(修正草案)》第二十三条工人职员因病或非因工负伤死亡时、退职养老后死亡时或非因工残废完全丧失劳动力退职后死亡时，根据劳动保险条例第十四条乙款的规定，除由劳动保险基金项下付给本企业的平均工资2个月作为丧葬补助费外，并按下列规定由劳动保险基金项下一次付给供养直系亲属救济费：其供养直系亲属1人者，为死者本人工资6个月；2人者，为死者本人工资9个月；3人或3人以上者，为死者本人工资12个月。,劳动保险
血汗钱要不到谁给做主——09年在河北修桥的工钱到现在还没给怎么办？,您好！法制网-法律问答服务团队为您解答如下：一、具体解析根据你的描述，既然你已经申请了法院强制执行，我认为强制执行是能使你的权利得到维护的最有利途径。你可以等强制执行的结果，如果法院在收到你的强制执行申请六个月内未执行的，你可以向所申请法院的上一级法院继续提出申请执行。根据法律规定，上一级法院会根据你的申请责令原申请法院实施强制执行，也可以决定由本院或是其他地域的法院进行执行。二、相关法条第二百零三条人民法院自收到申请执行书之日起超过六个月未执行的，申请执行人可以向上一级人民法院申请执行。上一级人民法院经审查，可以责令原人民法院在一定期限内执行，也可以决定由本院执行或者指令其他人民法院执行。第二百零六条被执行人或者被执行的财产在外地的，可以委托当地人民法院代为执行。受委托人民法院收到委托函件后，必须在十五日内开始执行，不得拒绝。执行完毕后，应当将执行结果及时函复委托人民法院;在三十日内如果还未执行完毕，也应当将执行情况函告委托人民法院。受委托人民法院自收到委托函件之日起十五日内不执行的，委托人民法院可以请求受委托人民法院的上级人民法院指令受委托人民法院执行。,劳动保险
我是否该要工资和路费——我前段时间应聘到一家护肤品公司做销售，当天下午去应聘，晚上打电话叫我第二天去苏州参加培训，培训了四天又在柜台上实习了两天，后来我没有被正式录用，请问我可以要求报销四天的路费、生活费和这几天的工资吗？,这种情况是可以申请延期的，但时间不应超过30天。如果厂子快要关的话，建议你们去申请财产保全吧。罗少华律师电话13371788792,劳动保险
这样的草率回复符合新劳动法吗——我多次给中央和陕西领导去信说明我的小事结果下面官官相互，瞒哄上级，怎么能谈得上对人民高度负责。我现在发给您来看看吧，《省卫生厅回复：省卫生厅立即责成西安市卫生局调查处理。经查，临潼区整个卫生系统均实行每日工作8小时，每周单休制度。为减轻护工的工作强度，从2011年元月起，临潼区妇幼保健院各病区护工已由一名增加为两名。目前邓小卫同志月工资为850元，日工作时间不超过8小时，每月休假4天，年终福利待遇同正式职工，约5000元左右，符合该院与其签订的劳动合同。此工作待遇在临潼区同等医疗机构内同职业人群中处于较高水平。》我认为这个回复不符合实际，我提出以下问题，您看是不是和实际相差甚远。如我说的不符愿承担责任，我也气愤这些人就这样唱高调为民办事实，不弯下身子得不到真理。1.在临潼区其他医院护工不管被服的发放和回收而我无偿的管二十六年。2.在临潼其他医院护工不干应是护士七三班干的铺床而强制压给我干。懂护士管理条例的人都知道应由谁来干3.所谓的年终福利待遇同正式职工，正式职工享受法定节假日，我没有。正式职工有奖金而我没有。正式职工夏季有降温费，冬季有烤火费而我没有。正式职工有节资费，保健费而我没有。怎么说和正式职工同等4.所谓时间不超过8小时也不对，在20011年7月以前6:30上班。为了瞒哄上级让我7点上班，八点必须干完。因为我无偿管理被服发放和回收，出院的病人到12点吊针打不完，被服收不回来，新入院的病人住不进来，眼看快一点收回脏被服，还要把脏的换下来套上净得再发给新入院的病人。所有这些工序在2011年以前都是由我一人来完成。院方说病人把被服和水壶偷走由我来负责赔偿，我不延长时间能行不？下午要忙到六点半多。儿科病人周转率高，出一个要抹洗一个。院领导谁管你几点才能下班，无人过问。5.从2011年虽说由一名增加为两名，可加了夜班，加的人要换两层人的休假。两个人同时在一层楼上班能有几天。护工的工作强度难道真的减轻了吗？管理被服的和不管被服的同样是850元。新来的和我干了几十年的同样是850元，就这850元才一两年嘛。6，正式职工享受《新劳动法》养老保险及三金，而我没有。《新劳动法》是否只管正式职工，我也是劳动者。我对临潼妇幼院的贡献不比正式职工少，这是有良心的人有目共睹的，从去年私下作弊不让我当先进。就怕医院给我人养老保险，工资订到350，问我嫌少就给医院打招呼离开。7.医院和我签订的劳动合同可以说是个劳动纪律条款，没有涉及到乙方的合法权利。是否和《新劳动法》相符合。懂合同法的人不会写出这样的合同，一个有正义和良知的人做不出这些事！,你是有权去享受医疗保险的。罗少华律师电话：13371788792,劳动保险
没签合同的试用期——劳动合同的试用期，试用期不满意走人，怎么算工资？没签合同，也没事证据。就刚去那天天了入职申请表。但是那个也在老板那里。我们手里啥都没有。打了出勤卡的。,不支付工资的，可以向当地的劳动部门举报。,劳动保险
腾讯微博-单位因是农业户口而不给我上保险——我是农业户口，现在北京上班，单位以户口不给上医保合理吗,《工伤保险条例》规定，“在上下班途中，受到非本人主要责任的交通事故或者城市轨道交通、客运轮渡、火车事故伤害的”属于工伤。,劳动保险
应不应该支付补偿金——弟弟在一家知名公司工作一年，但是没签劳动合同，休假的时候出了车祸，小腿骨折，出院后公司拒绝让他继续工作，请问这样该公司是否应该支付补偿金？,您好！法制网-法律问答服务团队为您解答如下：一、具体解析：根据《工伤保险条例》规定，请工伤认定的职工或者其近亲属、该职工所在单位对工伤认定申请不予受理的决定不服的，申请工伤认定的职工或者其近亲属、该职工所在单位对工伤认定结论不服的，有关单位或者个人可以依法申请行政复议，也可以依法向人民法院提起行政诉讼。你所说情况对于劳动保障部门的决定不服，也是可以通过前述规定所说的行政复议以及行政诉讼的途径来解决的。二、法条依据：第五十五条有下列情形之一的，有关单位或者个人可以依法申请行政复议，也可以依法向人民法院提起行政诉讼：（一）申请工伤认定的职工或者其近亲属、该职工所在单位对工伤认定申请不予受理的决定不服的；（二）申请工伤认定的职工或者其近亲属、该职工所在单位对工伤认定结论不服的；（三）用人单位对经办机构确定的单位缴费费率不服的；（四）签订服务协议的医疗机构、辅助器具配置机构认为经办机构未履行有关协议或者规定的；（五）工伤职工或者其近亲属对经办机构核定的工伤保险待遇有异议的。,劳动保险
讨个说法，请求帮助。——我在一家两个公司一个法人代表工厂工作七年多，后公司成立时间不长，公司在我毫不知情的情况下让我下岗，并且没有任何补偿，我通过劳动仲裁进行双方辩论，他说他前公司名称己注销，我也不清楚，他不认我以前任何补助，请问这种说法对不对。我的号是1712451592。,您好！法制网-法律问答服务团队为您解答如下：一、具体解析：你所说情况属于工伤的话，要按照工伤保险条例的规定来确定具体的赔偿和待遇。但是具体的待遇因当事人工伤情况而有差别，工伤待遇、获得的赔偿数额和伤残等级有关系，所以先要确定伤残具体等级，之后才能根据伤残情况确定赔偿数额。伤残等级是需要通过鉴定机构鉴定确定的，没有办法从上面表述就直接对其定级，你所说情况应当先申请进行鉴定，之后确定赔偿。关于工伤待遇的具体标准可参看《工伤保险条例》第五章工伤保险待遇中的内容，规定得非常详细和具体。二、法条依据：《工伤保险条例》第二十一条职工发生工伤，经治疗伤情相对稳定后存在残疾、影响劳动能力的，应当进行劳动能力鉴定。第三十条职工因工作遭受事故伤害或者患职业病进行治疗，享受工伤医疗待遇。,劳动保险
新浪微博提问-超市实习要赔钱吗——对说:学校实习不给学生工资，学生却要为工作负出很多责任……我们学校为学生实习开了一家超市，由店长带领学生打理，今天发现二月有四瓶沐浴露已经过期，而负责卫生的四名学生在实现中却没有发现，店长要求学生们赔钱…我想知道，这样是不是合理#学生在实习中学校不给工资的#,你好！根据国家规定，养老保险金一旦上缴，是不可退还的。你的单位也不可能退还你个人交的7个月，单位集体缴纳部分更不会退还了。由于各地制定的具体细则不一致，不知你是哪里的？现提供一份湖南省的案例供你参考，望对你有所帮助：记者：李先生，接到您的来电后，我们向嘉禾县劳动保障局有关工作人员进行了咨询，现回答如下：李先生，按照《湖南省建立统一企业职工基本养老保险制度的实施意见》有关规定，企业基本养老保险属于强制性的社会保险。用人单位及其从业人员必须按照本办法规定参加基本养老保险，缴纳基本养老保险费。从业人员个人享受基本养老保险待遇的权利受法律保护。同时，企业职工达到法定退休年龄，符合国家规定的退休条件且履行了缴费（指单位和个人同时足额缴费）义务，应予办理退休手续。对缴费年限累计满10年不满15年而已达到法定退休年龄的职工，或缴费年限累计满10年而因病或非因工负伤经县以上劳动鉴定委员会鉴定完全丧失劳动能力的职工，也可按月发给基本养老金。其基本养老金由基础养老金、个人账户养老金和过渡性养老金三部分组成。根据你说的情况，你父亲应该享受作为该厂职工的相关政策，可以享受破产企业对员工补发的工龄补助。但是，所缴纳的养老保险金不予退还。李先生，如还有不懂之处，你可以向有关部门作进一步咨询。基本养老保险亦称国家基本养老保险，它是按国家统一政策规定强制实施的为保障广大离退休人员基本生活需要的一种养老保险制度。在我国，1990年代之前，企业职工实行的是单一的养老保险制度。,劳动保险
企业改制导致的纠纷——企业实施股份制改制，新成立企业没有与当事人依法重新签订劳动合同，现再审案件在最高人民法院一年多的时间询问多次无结果，请问该怎么？？？,你好，根据我国相关法律法规规定，发生工伤后，单位应该申报工伤，担保不申报的，劳动者可以自己申报；与单位协商不成，可以申请劳动仲裁解决。,劳动保险
如何写不服劳动仲裁的起诉书——如何写不服劳动仲裁的起诉书？,虽然仲裁委员会已经裁决，但由于公司上诉，所以裁决未生效，等法院判决下来，如果你对判决不服，你仍然可以上诉。你的权利得到了维护，等拿到生效判决后，申请法院强制执行即可。,劳动保险
工伤的诊断书和不一样怎么办——我在工作的时候把腰扭到了，送到医院的时候大夫说是腰扭伤，但同时查出我有腰间盘突出，我以前从没腰疼过，现在医院也不能肯定我的腰间盘突出是不是由于这次扭伤导致的，我手里有出事当天的腰扭伤诊断书，但单位有一份我腰间盘突出的诊断书，我现在符合报工伤的条件，但单位要是拿出我腰间盘突出的诊断书我就报不了工伤了，我想问一下这样的话我怎样才能报上工伤。我的邮箱：583696032@qq.com谢谢,没签劳动合同，自08年之后应当支付你双倍工资，另外拖欠工资还应当支付赔偿金。如果你已经办理退休，则这种情况下，你们之间不能再形成劳动合同关系，只能是雇佣，你可以提起民事诉讼要求支付工资。如果你的退休单位还给你缴纳各种保险的话，你现在的公司不会给你各种福利。,劳动保险
工龄认定问题——妈妈与1994年至2002年在环卫处做临时工，之后离开环卫处到市卫生防疫站做临时工。2006年与市卫生防疫站分离出的卫生监督所签订了劳动合同。同时向是社保局提供了在环卫处和卫生防疫站两个单位的工资表来认定临时工工龄，并以此为依据补缴了1994年至2006年的养老保险费。2011年妈妈去办理退休时，市劳动局却说妈妈在环卫处工作期间没有办理招工手续，也没有签订劳动合同，所以不能认定这段时间的工龄。请问各位老师这样合理吗，虽然妈妈当年没有办理招工手续，但是在那工作的工资条可以证明妈妈的劳动关系啊。有劳动关系不就可以计算工龄吗，请老师赐教有没有具体的文件说明具备劳动关系即可认定工龄。,你好！外企可以没有的工会的说法不合法。依据：《外资企业法》第十三条外资企业的职工依法建立工会组织，开展工会活动，维护职工的合法权益。外资企业应当为本企业工会提供必要的活动条件。《外资企业法实施细则》第六十六条外资企业的职工有权依照《中华人民共和国工会法》的规定，建立基层工会组织，开展工会活动。,劳动保险
再问聂律师-请病假后的待遇问题——公司签订了《劳动合同》，且公司设有工会，但是那工会形同虚设，如果我要维权，找当地的劳动部门好还是找法院走法律程序，之前的提问和回答：关于请病假后的待遇问题悬赏:30-提问时间:4天前-解答数:1-浏览量:108我是山东临沂沂水县的一名工人，在一家私营公司上班七年了，今年八月份查出腰椎间盘突出后请假治疗，期间我的工资养老保险，医疗保险都没给，这不到年底了公司发的年终福利也没给我，当时请假的时候，家人劝我办理工伤手续，因为我的腰椎间盘突出与我的工作有直接的关系，但考虑到公司一向不接受员工的工伤请求所以也就没办理，现在公司所做的事情太让我伤心了，心里不明白公司这么做到底对不对，如果不对，我该怎么维权？谢谢！解答人：聂成涛回答时间：2011-01-2518:14:09你可以申请工伤，然后要求单位给予工伤赔偿。另外，单位未给上保险也是违法的，你可以向当地的劳动局举报，要求单位补交。你请病假，理应发你病假工资。,您好！法制网-法律问答服务团队为您解答如下：一、具体解析：关于解除劳动合同，根据劳动合同法规定：劳动者提前三十日以书面形式通知用人单位，可以解除劳动合同。劳动者在试用期内提前三日通知用人单位，可以解除劳动合同。如果你父亲还在试用期的话，提前三日通知即可解除合同，已经是正式工作期的话，提前三十日以书面形式通知用人单位，可以解除劳动合同。用人单位本身没有权利克扣工资。就此劳动争议的话，你们可以按照法律规定途径来解决：可以与用人单位协商，也可以请工会或者第三方共同与用人单位协商，达成和解协议。不愿协商、协商不成或者达成和解协议后不履行的，可以向调解组织申请调解；不愿调解、调解不成或者达成调解协议后不履行的，可以向劳动争议仲裁委员会申请仲裁；对仲裁裁决不服的，除《劳动争议调解仲裁法》另有规定的外，可以向人民法院提起诉讼。二、法条依据：劳动合同法第三十七条劳动者提前三十日以书面形式通知用人单位，可以解除劳动合同。劳动者在试用期内提前三日通知用人单位，可以解除劳动合同。《劳动争议调解仲裁法》第二条中华人民共和国境内的用人单位与劳动者发生的下列劳动争议，适用本法（一）因确认劳动关系发生的争议；（二）因订立、履行、变更、解除和终止劳动合同发生的争议；（三）因除名、辞退和辞职、离职发生的争议；（四）因工作时间、休息休假、社会保险、福利、培训以及劳动保护发生的争议；（五）因劳动报酬、工伤医疗费、经济补偿或者赔偿金等发生的争议；（六）法律、法规规定的其他劳动争议。第四条发生劳动争议，劳动者可以与用人单位协商，也可以请工会或者第三方共同与用人单位协商，达成和解协议。第五条发生劳动争议，当事人不愿协商、协商不成或者达成和解协议后不履行的，可以向调解组织申请调解；不愿调解、调解不成或者达成调解协议后不履行的，可以向劳动争议仲裁委员会申请仲裁；对仲裁裁决不服的，除本法另有规定的外，可以向人民法院提起诉讼。,劳动保险
"手机报-工人在操作中死亡赔偿金怎么计算?——手机报用户尾号1088--现在建筑工人在操作中自己不小心产生死亡,赔偿金应该怎么计算!最高可以赔偿多少钱!2011-01-1817:18:50湖北武汉",老板在你怀孕期间辞退你是违法的，不应当辞退。你可以向劳动局进行举报。,劳动保险
